"AccessionID","Clade"
"EPI_ISL_10590799","GRA"
"EPI_ISL_10590800","GK"
"EPI_ISL_10590801","GK"
"EPI_ISL_10652464","GK"
"EPI_ISL_10652465","GK"
"EPI_ISL_10652466","GK"
"EPI_ISL_10652467","GK"
"EPI_ISL_10652468","GK"
"EPI_ISL_10652469","GK"
"EPI_ISL_10652470","GK"
"EPI_ISL_10652471","GRA"
"EPI_ISL_10652472","GRA"
"EPI_ISL_10652473","GRA"
"EPI_ISL_10652474","GK"
"EPI_ISL_10652475","GRA"
"EPI_ISL_10652476","O"
"EPI_ISL_10652477","GK"
"EPI_ISL_10652478","GK"
"EPI_ISL_10652479","GK"
"EPI_ISL_10652480","GK"
"EPI_ISL_10652482","GK"
"EPI_ISL_10652483","GRA"
"EPI_ISL_10652484","GRA"
"EPI_ISL_10652485","GRA"
"EPI_ISL_10652486","GRA"
"EPI_ISL_10652487","GRA"
"EPI_ISL_10652488","GRA"
"EPI_ISL_10652489","GRA"
"EPI_ISL_10652490","GRA"
"EPI_ISL_10652491","GK"
"EPI_ISL_10652492","GRA"
"EPI_ISL_10652493","GK"
"EPI_ISL_10652494","GRA"
"EPI_ISL_10652495","GRA"
"EPI_ISL_10652496","GK"
"EPI_ISL_10652497","GK"
"EPI_ISL_10652498","GK"
"EPI_ISL_10652499","GK"
"EPI_ISL_10652500","GK"
"EPI_ISL_10652501","GRA"
"EPI_ISL_10652502","GRA"
"EPI_ISL_10652503","GRA"
"EPI_ISL_10652504","GRA"
"EPI_ISL_10652505","GRA"
"EPI_ISL_10652506","GRA"
"EPI_ISL_10652507","GRA"
"EPI_ISL_10652508","GRA"
"EPI_ISL_10652509","GRA"
"EPI_ISL_10652510","GRA"
"EPI_ISL_10652511","GRA"
"EPI_ISL_10652512","GRA"
"EPI_ISL_10652513","GRA"
"EPI_ISL_10652514","GRA"
"EPI_ISL_10652515","GRA"
"EPI_ISL_10652516","GRA"
"EPI_ISL_10652517","GRA"
"EPI_ISL_10652518","GRA"
"EPI_ISL_10652519","GRA"
"EPI_ISL_10652520","GRA"
"EPI_ISL_10652521","GRA"
"EPI_ISL_10652522","GRA"
"EPI_ISL_10652523","GRA"
"EPI_ISL_10652524","GRA"
"EPI_ISL_10652525","GRA"
"EPI_ISL_10652526","GRA"
"EPI_ISL_10652527","GRA"
"EPI_ISL_10652528","GRA"
"EPI_ISL_10652529","GRA"
"EPI_ISL_10652530","GK"
"EPI_ISL_10652531","GRA"
"EPI_ISL_10652532","GRA"
"EPI_ISL_10652533","GRA"
"EPI_ISL_10652534","GRA"
"EPI_ISL_10652535","GRA"
"EPI_ISL_10652536","GRA"
"EPI_ISL_10652537","GRA"
"EPI_ISL_10652538","GRA"
"EPI_ISL_10652539","GRA"
"EPI_ISL_10652540","GRA"
"EPI_ISL_10652541","GRA"
"EPI_ISL_10652543","GRA"
"EPI_ISL_10652544","GR"
"EPI_ISL_10656809","GRA"
"EPI_ISL_10656905","GRA"
"EPI_ISL_10656906","GRA"
"EPI_ISL_10656907","GRA"
"EPI_ISL_10656908","GK"
"EPI_ISL_10656909","GK"
"EPI_ISL_10657237","GRA"
"EPI_ISL_10657238","GRA"
"EPI_ISL_10657239","GRA"
"EPI_ISL_10657240","GRA"
"EPI_ISL_10657241","GRA"
"EPI_ISL_10657242","GRA"
"EPI_ISL_10657243","GK"
"EPI_ISL_10657244","GRA"
"EPI_ISL_10657245","GRA"
"EPI_ISL_10657246","GK"
"EPI_ISL_10657353","GK"
"EPI_ISL_10657354","GK"
"EPI_ISL_10657371","GRA"
"EPI_ISL_10657372","GRA"
"EPI_ISL_10657373","GK"
"EPI_ISL_10657468","GK"
"EPI_ISL_10657469","GK"
"EPI_ISL_10657470","GK"
"EPI_ISL_10657471","GRA"
"EPI_ISL_10657472","GRA"
"EPI_ISL_10657473","GRA"
"EPI_ISL_10657474","GRA"
"EPI_ISL_10657475","GRA"
"EPI_ISL_10657476","GRA"
"EPI_ISL_10657477","GRA"
"EPI_ISL_10657478","GRA"
"EPI_ISL_10657479","GRA"
"EPI_ISL_10657480","GRA"
"EPI_ISL_10728456","GK"
"EPI_ISL_10728457","GK"
"EPI_ISL_10728458","GK"
"EPI_ISL_10728459","GRA"
"EPI_ISL_10728460","GRA"
"EPI_ISL_10728461","GRA"
"EPI_ISL_10728462","GRA"
"EPI_ISL_10728463","GRA"
"EPI_ISL_10728464","GRA"
"EPI_ISL_10728465","GRA"
"EPI_ISL_10728466","GRA"
"EPI_ISL_10728467","GRA"
"EPI_ISL_10728468","GRA"
"EPI_ISL_10728469","GRA"
"EPI_ISL_10728470","GRA"
"EPI_ISL_10728471","GRA"
"EPI_ISL_10728472","GRA"
"EPI_ISL_10728473","GRA"
"EPI_ISL_10728474","GRA"
"EPI_ISL_10728475","GRA"
"EPI_ISL_10728476","GRA"
"EPI_ISL_10728477","GRA"
"EPI_ISL_10728478","GRA"
"EPI_ISL_10728479","GRA"
"EPI_ISL_10728480","GRA"
"EPI_ISL_10728481","GRA"
"EPI_ISL_10728482","GRA"
"EPI_ISL_10728484","GRA"
"EPI_ISL_10728485","GRA"
"EPI_ISL_10728486","GRA"
"EPI_ISL_10728487","GRA"
"EPI_ISL_10728488","GRA"
"EPI_ISL_10728489","GRA"
"EPI_ISL_10728490","GRA"
"EPI_ISL_10728491","GRA"
"EPI_ISL_10728492","GRA"
"EPI_ISL_10728493","GRA"
"EPI_ISL_10728494","GRA"
"EPI_ISL_10728495","GRA"
"EPI_ISL_10728496","GRA"
"EPI_ISL_10728497","GRA"
"EPI_ISL_10728498","GRA"
"EPI_ISL_10728499","GRA"
"EPI_ISL_10728500","GRA"
"EPI_ISL_10692488","GRA"
"EPI_ISL_10692489","GRA"
"EPI_ISL_10692490","GRA"
"EPI_ISL_10692492","GRA"
"EPI_ISL_10692493","GK"
"EPI_ISL_10692494","GK"
"EPI_ISL_10692495","GK"
"EPI_ISL_10692496","GK"
"EPI_ISL_10692497","GRA"
"EPI_ISL_10692498","GK"
"EPI_ISL_10692499","GRA"
"EPI_ISL_10692500","GK"
"EPI_ISL_10692501","GRA"
"EPI_ISL_10692502","GK"
"EPI_ISL_10692503","GRA"
"EPI_ISL_10692504","GK"
"EPI_ISL_10692505","GK"
"EPI_ISL_10692506","GK"
"EPI_ISL_10692507","GK"
"EPI_ISL_10692508","GK"
"EPI_ISL_10692509","GK"
"EPI_ISL_10692510","GRA"
"EPI_ISL_10692511","GRA"
"EPI_ISL_10692512","GK"
"EPI_ISL_10692513","GRA"
"EPI_ISL_10692514","GRA"
"EPI_ISL_10692515","GRA"
"EPI_ISL_10692516","GK"
"EPI_ISL_10692517","GK"
"EPI_ISL_10692518","GK"
"EPI_ISL_10692519","GRA"
"EPI_ISL_10692520","GK"
"EPI_ISL_10692521","GRA"
"EPI_ISL_10692522","GK"
"EPI_ISL_10692523","GK"
"EPI_ISL_10692524","GK"
"EPI_ISL_10692525","GK"
"EPI_ISL_10692526","GRA"
"EPI_ISL_10692527","GK"
"EPI_ISL_10692528","GK"
"EPI_ISL_10692529","GK"
"EPI_ISL_10692530","GK"
"EPI_ISL_10692531","GRA"
"EPI_ISL_10759881","GRA"
"EPI_ISL_10759882","GRA"
"EPI_ISL_10759883","GRA"
"EPI_ISL_10759884","GRA"
"EPI_ISL_10759885","GRA"
"EPI_ISL_10759886","GRA"
"EPI_ISL_10759887","GRA"
"EPI_ISL_10759888","GRA"
"EPI_ISL_10759889","GRA"
"EPI_ISL_10759890","GRA"
"EPI_ISL_10759891","GRA"
"EPI_ISL_10759892","GRA"
"EPI_ISL_10759893","GRA"
"EPI_ISL_10759894","GRA"
"EPI_ISL_10759895","GRA"
"EPI_ISL_10759896","GRA"
"EPI_ISL_10759897","GRA"
"EPI_ISL_10759899","GRA"
"EPI_ISL_10759901","GRA"
"EPI_ISL_10759902","GRA"
"EPI_ISL_10759903","GRA"
"EPI_ISL_10759904","GRA"
"EPI_ISL_10759905","GRA"
"EPI_ISL_10759906","GRA"
"EPI_ISL_10759907","GRA"
"EPI_ISL_10759908","GRA"
"EPI_ISL_10759909","GRA"
"EPI_ISL_10759910","GRA"
"EPI_ISL_10759911","GRA"
"EPI_ISL_10759912","GRA"
"EPI_ISL_10759913","GRA"
"EPI_ISL_10759914","GRA"
"EPI_ISL_10759915","GRA"
"EPI_ISL_10759916","GRA"
"EPI_ISL_10759917","GRA"
"EPI_ISL_10759918","GRA"
"EPI_ISL_10759919","GRA"
"EPI_ISL_10759920","GRA"
"EPI_ISL_10759921","GRA"
"EPI_ISL_10759922","GRA"
"EPI_ISL_10759923","GRA"
"EPI_ISL_10759924","GRA"
"EPI_ISL_10759925","GRA"
"EPI_ISL_10759926","GRA"
"EPI_ISL_10759927","GRA"
"EPI_ISL_10759928","GRA"
"EPI_ISL_10759929","GRA"
"EPI_ISL_10759930","GRA"
"EPI_ISL_10759931","GRA"
"EPI_ISL_10759932","GRA"
"EPI_ISL_10759933","GRA"
"EPI_ISL_10759934","GRA"
"EPI_ISL_10759935","GRA"
"EPI_ISL_10759936","GRA"
"EPI_ISL_10759937","GRA"
"EPI_ISL_10759938","GRA"
"EPI_ISL_10759939","GRA"
"EPI_ISL_10759940","GRA"
"EPI_ISL_10759941","GRA"
"EPI_ISL_10759942","GRA"
"EPI_ISL_10759943","GRA"
"EPI_ISL_10759944","GRA"
"EPI_ISL_10759945","GRA"
"EPI_ISL_10759946","GRA"
"EPI_ISL_10759947","GRA"
"EPI_ISL_10759948","GRA"
"EPI_ISL_10759949","GRA"
"EPI_ISL_10759950","GRA"
"EPI_ISL_10759951","GRA"
"EPI_ISL_10759952","GRA"
"EPI_ISL_10759953","GRA"
"EPI_ISL_10759954","GRA"
"EPI_ISL_10759955","GRA"
"EPI_ISL_10759956","GRA"
"EPI_ISL_10759957","GRA"
"EPI_ISL_10759958","GRA"
"EPI_ISL_10759959","GRA"
"EPI_ISL_10759960","GRA"
"EPI_ISL_10759961","GRA"
"EPI_ISL_10759962","GRA"
"EPI_ISL_10759963","GRA"
"EPI_ISL_10759965","GRA"
"EPI_ISL_10759966","GRA"
"EPI_ISL_10759967","GRA"
"EPI_ISL_10759968","GRA"
"EPI_ISL_10759969","GRA"
"EPI_ISL_10759970","GRA"
"EPI_ISL_10759971","GRA"
"EPI_ISL_10759972","GRA"
"EPI_ISL_10759973","GRA"
"EPI_ISL_10759974","GRA"
"EPI_ISL_10759975","GRA"
"EPI_ISL_10759976","GRA"
"EPI_ISL_10759977","GRA"
"EPI_ISL_10759978","GRA"
"EPI_ISL_10759980","GRA"
"EPI_ISL_10759981","GRA"
"EPI_ISL_10759982","GRA"
"EPI_ISL_10759983","GRA"
"EPI_ISL_10759984","GRA"
"EPI_ISL_10759985","GRA"
"EPI_ISL_10759986","GRA"
"EPI_ISL_10759987","GRA"
"EPI_ISL_10759988","GRA"
"EPI_ISL_10759989","GRA"
"EPI_ISL_10759990","GRA"
"EPI_ISL_10759991","GRA"
"EPI_ISL_10759992","GRA"
"EPI_ISL_10759993","GRA"
"EPI_ISL_10759994","GRA"
"EPI_ISL_10759995","GRA"
"EPI_ISL_10759996","GRA"
"EPI_ISL_10759997","GRA"
"EPI_ISL_10759998","GRA"
"EPI_ISL_10759999","GRA"
"EPI_ISL_10760000","GRA"
"EPI_ISL_10760001","GRA"
"EPI_ISL_10760002","GRA"
"EPI_ISL_10760003","GRA"
"EPI_ISL_10760004","GRA"
"EPI_ISL_10760005","GRA"
"EPI_ISL_10760006","GRA"
"EPI_ISL_10760007","GRA"
"EPI_ISL_10760008","GRA"
"EPI_ISL_10760009","GRA"
"EPI_ISL_10760010","GRA"
"EPI_ISL_10760011","GRA"
"EPI_ISL_10760012","GRA"
"EPI_ISL_10760013","GRA"
"EPI_ISL_10760014","GRA"
"EPI_ISL_10760015","GRA"
"EPI_ISL_10760016","GRA"
"EPI_ISL_10760017","GRA"
"EPI_ISL_10760018","GRA"
"EPI_ISL_10760019","GRA"
"EPI_ISL_10760020","GRA"
"EPI_ISL_10760021","GRA"
"EPI_ISL_10760022","GRA"
"EPI_ISL_10760023","GRA"
"EPI_ISL_10760024","GRA"
"EPI_ISL_10760025","GRA"
"EPI_ISL_10760026","GRA"
"EPI_ISL_10760027","GRA"
"EPI_ISL_10760028","GRA"
"EPI_ISL_10760029","GRA"
"EPI_ISL_10760030","GRA"
"EPI_ISL_10760031","GRA"
"EPI_ISL_10760032","GRA"
"EPI_ISL_10760034","GRA"
"EPI_ISL_10760035","GRA"
"EPI_ISL_10760036","GRA"
"EPI_ISL_10760037","GRA"
"EPI_ISL_10760038","GRA"
"EPI_ISL_10760039","GRA"
"EPI_ISL_10760040","GRA"
"EPI_ISL_10760041","GRA"
"EPI_ISL_10760042","GRA"
"EPI_ISL_10760043","GRA"
"EPI_ISL_10760044","GRA"
"EPI_ISL_10760045","GRA"
"EPI_ISL_10760046","GRA"
"EPI_ISL_10760047","GRA"
"EPI_ISL_10760048","GRA"
"EPI_ISL_10760049","GRA"
"EPI_ISL_10760050","GRA"
"EPI_ISL_10760051","GRA"
"EPI_ISL_10760052","GRA"
"EPI_ISL_10760053","GRA"
"EPI_ISL_10760054","GRA"
"EPI_ISL_10760055","GRA"
"EPI_ISL_10760056","GRA"
"EPI_ISL_10760057","GRA"
"EPI_ISL_10760058","GRA"
"EPI_ISL_10760059","GRA"
"EPI_ISL_10760060","GRA"
"EPI_ISL_10760061","GRA"
"EPI_ISL_10760062","GRA"
"EPI_ISL_10760063","GRA"
"EPI_ISL_10760064","GRA"
"EPI_ISL_10760065","GRA"
"EPI_ISL_10760066","GRA"
"EPI_ISL_10760067","GRA"
"EPI_ISL_10760068","GRA"
"EPI_ISL_10760069","GRA"
"EPI_ISL_10760070","GRA"
"EPI_ISL_10760071","GRA"
"EPI_ISL_10760072","GRA"
"EPI_ISL_10760073","GRA"
"EPI_ISL_10760074","GRA"
"EPI_ISL_10760075","GRA"
"EPI_ISL_10760076","GRA"
"EPI_ISL_10760077","GRA"
"EPI_ISL_10760078","GRA"
"EPI_ISL_10760079","GRA"
"EPI_ISL_10760080","GRA"
"EPI_ISL_10760081","GRA"
"EPI_ISL_10760082","GRA"
"EPI_ISL_10760083","GRA"
"EPI_ISL_10760084","GRA"
"EPI_ISL_10760085","GRA"
"EPI_ISL_10760086","GRA"
"EPI_ISL_10760087","GRA"
"EPI_ISL_10760088","GRA"
"EPI_ISL_10760089","GRA"
"EPI_ISL_10760090","GRA"
"EPI_ISL_10760091","GRA"
"EPI_ISL_10760092","GRA"
"EPI_ISL_10760093","GRA"
"EPI_ISL_10760094","GRA"
"EPI_ISL_10760095","GRA"
"EPI_ISL_10760096","GRA"
"EPI_ISL_10760097","GRA"
"EPI_ISL_10760098","GRA"
"EPI_ISL_10760099","GRA"
"EPI_ISL_10760100","GRA"
"EPI_ISL_10760101","GRA"
"EPI_ISL_10760102","GRA"
"EPI_ISL_10760103","GRA"
"EPI_ISL_10760104","GRA"
"EPI_ISL_10760105","GRA"
"EPI_ISL_10760106","GRA"
"EPI_ISL_10760107","GRA"
"EPI_ISL_10760108","GRA"
"EPI_ISL_10760109","GRA"
"EPI_ISL_10760110","GRA"
"EPI_ISL_10760111","GRA"
"EPI_ISL_10760112","GRA"
"EPI_ISL_10760113","GRA"
"EPI_ISL_10760114","GRA"
"EPI_ISL_10760115","GRA"
"EPI_ISL_10760116","GRA"
"EPI_ISL_10760117","GRA"
"EPI_ISL_10760118","GRA"
"EPI_ISL_10760119","GRA"
"EPI_ISL_10760120","GRA"
"EPI_ISL_10760121","GRA"
"EPI_ISL_10760122","GRA"
"EPI_ISL_10760123","GRA"
"EPI_ISL_10760124","GRA"
"EPI_ISL_10760125","GRA"
"EPI_ISL_10760126","GRA"
"EPI_ISL_10760127","GRA"
"EPI_ISL_10760128","GRA"
"EPI_ISL_10760129","GRA"
"EPI_ISL_10760130","GRA"
"EPI_ISL_10760131","GRA"
"EPI_ISL_10760132","GRA"
"EPI_ISL_10760133","GRA"
"EPI_ISL_10760134","GRA"
"EPI_ISL_10760135","GRA"
"EPI_ISL_10760136","GRA"
"EPI_ISL_10760137","GRA"
"EPI_ISL_10760138","GRA"
"EPI_ISL_10760139","GRA"
"EPI_ISL_10760140","GRA"
"EPI_ISL_10760141","GRA"
"EPI_ISL_10760142","GRA"
"EPI_ISL_10760143","GRA"
"EPI_ISL_10760144","GRA"
"EPI_ISL_10810892","GRA"
"EPI_ISL_10810893","GRA"
"EPI_ISL_10810894","GRA"
"EPI_ISL_10810895","GRA"
"EPI_ISL_10810896","GRA"
"EPI_ISL_10810897","GRA"
"EPI_ISL_10810898","GRA"
"EPI_ISL_10810899","GRA"
"EPI_ISL_10810900","GRA"
"EPI_ISL_10810901","GRA"
"EPI_ISL_10810902","GRA"
"EPI_ISL_10810903","GRA"
"EPI_ISL_10810904","GRA"
"EPI_ISL_10810905","GRA"
"EPI_ISL_10810906","GRA"
"EPI_ISL_10810907","GRA"
"EPI_ISL_10810908","GRA"
"EPI_ISL_10810909","GRA"
"EPI_ISL_10810910","GRA"
"EPI_ISL_10810911","GRA"
"EPI_ISL_10810912","GRA"
"EPI_ISL_10810913","GRA"
"EPI_ISL_10810914","GRA"
"EPI_ISL_10810915","GRA"
"EPI_ISL_10810916","GRA"
"EPI_ISL_10810917","GRA"
"EPI_ISL_10810918","GRA"
"EPI_ISL_10810919","GRA"
"EPI_ISL_10810920","GRA"
"EPI_ISL_10810921","GRA"
"EPI_ISL_10810922","GRA"
"EPI_ISL_10810923","GRA"
"EPI_ISL_10810924","GRA"
"EPI_ISL_10810925","GRA"
"EPI_ISL_10810926","GRA"
"EPI_ISL_10810927","GRA"
"EPI_ISL_10810928","GRA"
"EPI_ISL_10810929","GRA"
"EPI_ISL_10810930","GRA"
"EPI_ISL_10810931","GRA"
"EPI_ISL_10810932","GRA"
"EPI_ISL_10810933","GRA"
"EPI_ISL_10810934","GRA"
"EPI_ISL_10810935","GRA"
"EPI_ISL_10810936","GRA"
"EPI_ISL_10810937","GRA"
"EPI_ISL_10810938","GRA"
"EPI_ISL_10810939","GRA"
"EPI_ISL_10810940","GRA"
"EPI_ISL_10810941","GRA"
"EPI_ISL_10810942","GRA"
"EPI_ISL_10810943","GK"
"EPI_ISL_10810944","GK"
"EPI_ISL_10810945","GK"
"EPI_ISL_10810946","GK"
"EPI_ISL_10810947","GK"
"EPI_ISL_10810948","GK"
"EPI_ISL_10810949","GK"
"EPI_ISL_10810950","GK"
"EPI_ISL_10810951","GK"
"EPI_ISL_10810952","GK"
"EPI_ISL_10810953","GK"
"EPI_ISL_10810954","GK"
"EPI_ISL_10810955","GK"
"EPI_ISL_10810956","GK"
"EPI_ISL_10810957","GK"
"EPI_ISL_10810958","GK"
"EPI_ISL_10810959","GK"
"EPI_ISL_10810960","GK"
"EPI_ISL_10810961","GK"
"EPI_ISL_10810962","GK"
"EPI_ISL_10810963","GK"
"EPI_ISL_10810964","GK"
"EPI_ISL_10810965","GK"
"EPI_ISL_10810966","GK"
"EPI_ISL_10810967","GK"
"EPI_ISL_10810968","GK"
"EPI_ISL_10810969","GK"
"EPI_ISL_10810970","GK"
"EPI_ISL_10810971","GK"
"EPI_ISL_10810972","GK"
"EPI_ISL_10810973","GK"
"EPI_ISL_10810974","GK"
"EPI_ISL_10810975","GK"
"EPI_ISL_10880068","GRA"
"EPI_ISL_10880069","GRA"
"EPI_ISL_10880070","GRA"
"EPI_ISL_10880071","GRA"
"EPI_ISL_10880072","GRA"
"EPI_ISL_10880073","GRA"
"EPI_ISL_10880074","GRA"
"EPI_ISL_10880075","GRA"
"EPI_ISL_10880076","GRA"
"EPI_ISL_10880077","GRA"
"EPI_ISL_10880078","GRA"
"EPI_ISL_10880079","GRA"
"EPI_ISL_10880080","GRA"
"EPI_ISL_10880081","GRA"
"EPI_ISL_10880082","GRA"
"EPI_ISL_10880083","GRA"
"EPI_ISL_10880084","GRA"
"EPI_ISL_10880085","GRA"
"EPI_ISL_10880086","GRA"
"EPI_ISL_10880087","GRA"
"EPI_ISL_10880088","GRA"
"EPI_ISL_10880089","GRA"
"EPI_ISL_10880090","GRA"
"EPI_ISL_10880091","GRA"
"EPI_ISL_10880092","GRA"
"EPI_ISL_10880093","GRA"
"EPI_ISL_10880094","GRA"
"EPI_ISL_10880095","GRA"
"EPI_ISL_10880096","GRA"
"EPI_ISL_10880097","GRA"
"EPI_ISL_10880098","GRA"
"EPI_ISL_10880099","GRA"
"EPI_ISL_10880100","GRA"
"EPI_ISL_10880101","GRA"
"EPI_ISL_10880102","GRA"
"EPI_ISL_10880103","GRA"
"EPI_ISL_10880104","GRA"
"EPI_ISL_10880105","GRA"
"EPI_ISL_10880106","GRA"
"EPI_ISL_10880107","GRA"
"EPI_ISL_10880108","GRA"
"EPI_ISL_10880109","GRA"
"EPI_ISL_10880110","GRA"
"EPI_ISL_10880111","GRA"
"EPI_ISL_10880112","GRA"
"EPI_ISL_10880113","GRA"
"EPI_ISL_10880114","GRA"
"EPI_ISL_10942280","GK"
"EPI_ISL_10942281","GRA"
"EPI_ISL_10942282","GRA"
"EPI_ISL_10942283","GRA"
"EPI_ISL_10942284","GRA"
"EPI_ISL_10942285","GRA"
"EPI_ISL_10942286","GRA"
"EPI_ISL_10942287","GRA"
"EPI_ISL_10942288","GRA"
"EPI_ISL_10942289","GK"
"EPI_ISL_10942290","GRA"
"EPI_ISL_10942291","GRA"
"EPI_ISL_10942292","GK"
"EPI_ISL_10942293","GRA"
"EPI_ISL_10942294","GRA"
"EPI_ISL_10942295","GK"
"EPI_ISL_10942296","GRA"
"EPI_ISL_10942297","GRA"
"EPI_ISL_10942298","GRA"
"EPI_ISL_10942299","GRA"
"EPI_ISL_10942300","GRA"
"EPI_ISL_10942301","GRA"
"EPI_ISL_10942302","GK"
"EPI_ISL_10942303","GRA"
"EPI_ISL_10942304","GK"
"EPI_ISL_10942305","GRA"
"EPI_ISL_10942306","GRA"
"EPI_ISL_10942307","GRA"
"EPI_ISL_10942308","GRA"
"EPI_ISL_10942309","GRA"
"EPI_ISL_10942310","GK"
"EPI_ISL_10942311","GRA"
"EPI_ISL_10942312","GRA"
"EPI_ISL_10942313","GRA"
"EPI_ISL_10942314","GRA"
"EPI_ISL_10942315","GRA"
"EPI_ISL_10942316","GK"
"EPI_ISL_10942317","GRA"
"EPI_ISL_10942318","GRA"
"EPI_ISL_10942319","GRA"
"EPI_ISL_10942320","GRA"
"EPI_ISL_10942321","GK"
"EPI_ISL_10942322","GRA"
"EPI_ISL_10942323","GRA"
"EPI_ISL_10942324","GRA"
"EPI_ISL_10942325","GRA"
"EPI_ISL_10942326","GRA"
"EPI_ISL_10942327","GRA"
"EPI_ISL_10942328","GRA"
"EPI_ISL_10942329","GRA"
"EPI_ISL_10942330","GRA"
"EPI_ISL_10942331","GRA"
"EPI_ISL_10942332","GK"
"EPI_ISL_10942333","GK"
"EPI_ISL_10942334","GK"
"EPI_ISL_10942335","GRA"
"EPI_ISL_10942336","GRA"
"EPI_ISL_10942337","GRA"
"EPI_ISL_10942338","GRA"
"EPI_ISL_10942339","GRA"
"EPI_ISL_10942340","GRA"
"EPI_ISL_10942341","GK"
"EPI_ISL_10942342","GRA"
"EPI_ISL_10942343","GRA"
"EPI_ISL_10942344","GRA"
"EPI_ISL_10942345","GRA"
"EPI_ISL_10942346","GRA"
"EPI_ISL_10942347","GRA"
"EPI_ISL_10942348","GRA"
"EPI_ISL_10942349","GRA"
"EPI_ISL_10942350","GK"
"EPI_ISL_10942351","GRA"
"EPI_ISL_10942352","GK"
"EPI_ISL_10942353","GRA"
"EPI_ISL_10942354","GRA"
"EPI_ISL_10942355","GRA"
"EPI_ISL_10942356","GRA"
"EPI_ISL_10968978","GRA"
"EPI_ISL_10968979","GRA"
"EPI_ISL_10968980","GK"
"EPI_ISL_10968981","GK"
"EPI_ISL_10968982","GRA"
"EPI_ISL_10968983","GRA"
"EPI_ISL_10968984","GRA"
"EPI_ISL_10968985","GRA"
"EPI_ISL_10968986","GRA"
"EPI_ISL_10968987","GRA"
"EPI_ISL_10968988","GRA"
"EPI_ISL_10968989","GRA"
"EPI_ISL_10968990","GRA"
"EPI_ISL_10968991","GRA"
"EPI_ISL_10968992","GRA"
"EPI_ISL_10968993","GRA"
"EPI_ISL_10968994","GRA"
"EPI_ISL_10968995","GRA"
"EPI_ISL_10968996","GRA"
"EPI_ISL_10968997","GRA"
"EPI_ISL_10968998","GRA"
"EPI_ISL_10968999","GRA"
"EPI_ISL_10969000","GRA"
"EPI_ISL_10969001","GRA"
"EPI_ISL_10969002","GK"
"EPI_ISL_10969003","GK"
"EPI_ISL_10969004","GK"
"EPI_ISL_10969005","GRA"
"EPI_ISL_10969006","GK"
"EPI_ISL_10969007","GK"
"EPI_ISL_10969008","GK"
"EPI_ISL_10969009","GK"
"EPI_ISL_10969010","GK"
"EPI_ISL_10969011","GK"
"EPI_ISL_10969012","GK"
"EPI_ISL_10969013","GK"
"EPI_ISL_10969014","GK"
"EPI_ISL_10969015","GK"
"EPI_ISL_10969016","GK"
"EPI_ISL_10969017","GK"
"EPI_ISL_10969018","GK"
"EPI_ISL_10969019","GK"
"EPI_ISL_10969020","GK"
"EPI_ISL_10969021","GK"
"EPI_ISL_10969022","GK"
"EPI_ISL_10969023","GK"
"EPI_ISL_10969024","GK"
"EPI_ISL_10969025","GK"
"EPI_ISL_10969026","GK"
"EPI_ISL_10969027","GK"
"EPI_ISL_10969028","GK"
"EPI_ISL_10969029","GK"
"EPI_ISL_10969030","GK"
"EPI_ISL_10969031","GK"
"EPI_ISL_10969032","GK"
"EPI_ISL_10969033","GK"
"EPI_ISL_10969034","GK"
"EPI_ISL_10969035","GK"
"EPI_ISL_10969036","GK"
"EPI_ISL_10969037","GK"
"EPI_ISL_10969038","GK"
"EPI_ISL_10969039","GK"
"EPI_ISL_10969040","GK"
"EPI_ISL_10969041","GK"
"EPI_ISL_10969042","GK"
"EPI_ISL_10969043","GK"
"EPI_ISL_10969044","GK"
"EPI_ISL_10969045","GK"
"EPI_ISL_10969046","GK"
"EPI_ISL_10969047","GK"
"EPI_ISL_10969048","GK"
"EPI_ISL_10969049","GK"
"EPI_ISL_10969050","GK"
"EPI_ISL_10969051","GK"
"EPI_ISL_10969052","GK"
"EPI_ISL_10969053","GK"
"EPI_ISL_10969054","GK"
"EPI_ISL_10969055","GK"
"EPI_ISL_10969056","GK"
"EPI_ISL_10969057","GK"
"EPI_ISL_10969058","GK"
"EPI_ISL_10969059","GK"
"EPI_ISL_10969060","GK"
"EPI_ISL_10969061","GK"
"EPI_ISL_10969062","GK"
"EPI_ISL_10969063","GK"
"EPI_ISL_10969064","GK"
"EPI_ISL_10969065","GK"
"EPI_ISL_10969066","GK"
"EPI_ISL_10969067","GK"
"EPI_ISL_10969068","GK"
"EPI_ISL_10969069","GK"
"EPI_ISL_10969070","GK"
"EPI_ISL_10969071","GK"
"EPI_ISL_10969072","GK"
"EPI_ISL_10969073","GK"
"EPI_ISL_10969074","GK"
"EPI_ISL_10969075","GK"
"EPI_ISL_10969076","GK"
"EPI_ISL_10969077","GK"
"EPI_ISL_10969078","GK"
"EPI_ISL_10969079","GK"
"EPI_ISL_10969080","GK"
"EPI_ISL_10969081","GK"
"EPI_ISL_10969082","GK"
"EPI_ISL_10969083","GK"
"EPI_ISL_10969084","GK"
"EPI_ISL_10969085","GK"
"EPI_ISL_10969086","GK"
"EPI_ISL_10969087","GK"
"EPI_ISL_10969088","GK"
"EPI_ISL_10969089","GK"
"EPI_ISL_10969090","GK"
"EPI_ISL_10969091","GK"
"EPI_ISL_10969092","GK"
"EPI_ISL_10969093","GK"
"EPI_ISL_10969094","GK"
"EPI_ISL_10969095","GK"
