AccID	clade	qc.overallStatus
EPI_ISL_12299492	21L (Omicron)	good
EPI_ISL_12299493	21L (Omicron)	good
EPI_ISL_12299494	21L (Omicron)	good
EPI_ISL_12299495	21L (Omicron)	good
EPI_ISL_12299496	21L (Omicron)	good
EPI_ISL_12299497	21L (Omicron)	good
EPI_ISL_12299498	21L (Omicron)	good
EPI_ISL_12299499	21L (Omicron)	good
EPI_ISL_12299500	21L (Omicron)	mediocre
EPI_ISL_12299501	21L (Omicron)	good
EPI_ISL_12299502	21L (Omicron)	bad
EPI_ISL_12299503	21L (Omicron)	good
EPI_ISL_12299504	21L (Omicron)	good
EPI_ISL_12299505	21L (Omicron)	good
EPI_ISL_12299506	21L (Omicron)	bad
EPI_ISL_12299507	21L (Omicron)	good
EPI_ISL_12299508	21L (Omicron)	good
EPI_ISL_12299509	21L (Omicron)	good
EPI_ISL_12299510	21L (Omicron)	good
EPI_ISL_12299511	21L (Omicron)	good
EPI_ISL_12299512	21L (Omicron)	bad
EPI_ISL_12299513	21L (Omicron)	good
EPI_ISL_12299514	21L (Omicron)	good
EPI_ISL_12299515	21L (Omicron)	good
EPI_ISL_12299516	21L (Omicron)	good
EPI_ISL_12299517	21L (Omicron)	good
EPI_ISL_12299518	21L (Omicron)	good
EPI_ISL_12299519	21L (Omicron)	good
EPI_ISL_12299520	21L (Omicron)	good
EPI_ISL_12299521	21L (Omicron)	good
EPI_ISL_12299522	21L (Omicron)	good
EPI_ISL_12299523	21L (Omicron)	good
EPI_ISL_12299524	21L (Omicron)	good
EPI_ISL_12299525	21L (Omicron)	good
EPI_ISL_12299526	21L (Omicron)	good
EPI_ISL_12299527	21L (Omicron)	good
EPI_ISL_12299528	21L (Omicron)	good
EPI_ISL_12299529	21L (Omicron)	good
EPI_ISL_12299530	21L (Omicron)	good
EPI_ISL_12299531	21L (Omicron)	good
EPI_ISL_12299532	21L (Omicron)	good
EPI_ISL_12299533	21L (Omicron)	good
EPI_ISL_12299534	21L (Omicron)	good
EPI_ISL_12299535	21L (Omicron)	bad
EPI_ISL_12299536	21L (Omicron)	good
EPI_ISL_12299537	21L (Omicron)	good
EPI_ISL_12299538	21L (Omicron)	good
EPI_ISL_12299539	21L (Omicron)	good
EPI_ISL_12299540	21L (Omicron)	good
EPI_ISL_12299541	21L (Omicron)	bad
EPI_ISL_12299542	21L (Omicron)	good
EPI_ISL_12299543	21L (Omicron)	good
EPI_ISL_12299544	21K (Omicron)	bad
EPI_ISL_12299545	21L (Omicron)	good
EPI_ISL_12299546	21L (Omicron)	good
EPI_ISL_12299547	21L (Omicron)	good
EPI_ISL_12299548	21L (Omicron)	good
EPI_ISL_12299549	21L (Omicron)	good
EPI_ISL_12299550	21L (Omicron)	good
EPI_ISL_12299551	21L (Omicron)	good
EPI_ISL_12299552	21L (Omicron)	good
EPI_ISL_12299553	21L (Omicron)	good
EPI_ISL_12299554	21L (Omicron)	good
EPI_ISL_12299555	21L (Omicron)	mediocre
EPI_ISL_12299556	21L (Omicron)	good
EPI_ISL_12299557	21L (Omicron)	good
EPI_ISL_12299558	21L (Omicron)	good
EPI_ISL_12299559	21L (Omicron)	mediocre
EPI_ISL_12299560	21L (Omicron)	good
EPI_ISL_12299561	21L (Omicron)	good
EPI_ISL_12300601	20A	good
EPI_ISL_12300602	20A	good
EPI_ISL_12300603	21J (Delta)	good
EPI_ISL_12300604	21J (Delta)	good
EPI_ISL_12300605	21J (Delta)	good
EPI_ISL_12300606	21I (Delta)	good
EPI_ISL_12309110	21L (Omicron)	mediocre
EPI_ISL_12309111	21L (Omicron)	mediocre
EPI_ISL_12309112	21L (Omicron)	good
EPI_ISL_12309113	21L (Omicron)	bad
EPI_ISL_12309114	21L (Omicron)	mediocre
EPI_ISL_12309115	21L (Omicron)	mediocre
EPI_ISL_12309116	21L (Omicron)	good
EPI_ISL_12309117	21L (Omicron)	mediocre
EPI_ISL_12309118	21L (Omicron)	good
EPI_ISL_12321826	21L (Omicron)	good
EPI_ISL_12321827	21L (Omicron)	good
EPI_ISL_12321828	21L (Omicron)	good
EPI_ISL_12321829	21L (Omicron)	good
EPI_ISL_12321830	21L (Omicron)	good
EPI_ISL_12321831	21L (Omicron)	good
EPI_ISL_12321832	21L (Omicron)	mediocre
EPI_ISL_12321833	21L (Omicron)	good
EPI_ISL_12321834	21L (Omicron)	good
EPI_ISL_12321835	21L (Omicron)	good
EPI_ISL_12321836	21L (Omicron)	good
EPI_ISL_12321837	21L (Omicron)	good
EPI_ISL_12321838	21L (Omicron)	good
EPI_ISL_12321839	21L (Omicron)	good
EPI_ISL_12321840	21L (Omicron)	good
EPI_ISL_12321841	21K (Omicron)	good
EPI_ISL_12321842	21L (Omicron)	good
EPI_ISL_12321843	21L (Omicron)	good
EPI_ISL_12321844	21L (Omicron)	good
EPI_ISL_12321845	21L (Omicron)	good
EPI_ISL_12321846	21L (Omicron)	good
EPI_ISL_12321847	21L (Omicron)	good
EPI_ISL_12321848	21L (Omicron)	good
EPI_ISL_12321849	21L (Omicron)	good
EPI_ISL_12321850	21L (Omicron)	good
EPI_ISL_12321851	21L (Omicron)	good
EPI_ISL_12321852	21L (Omicron)	good
EPI_ISL_12321853	21L (Omicron)	good
EPI_ISL_12321854	21L (Omicron)	good
EPI_ISL_12321855	21L (Omicron)	good
EPI_ISL_12321856	21L (Omicron)	good
EPI_ISL_12321857	21L (Omicron)	good
EPI_ISL_12321858	21L (Omicron)	good
EPI_ISL_12321859	21L (Omicron)	good
EPI_ISL_12321860	21L (Omicron)	good
EPI_ISL_12321861	21L (Omicron)	good
EPI_ISL_12321862	21L (Omicron)	good
EPI_ISL_12321863	21L (Omicron)	good
EPI_ISL_12321864	21L (Omicron)	good
EPI_ISL_12321865	21L (Omicron)	good
EPI_ISL_12321866	21L (Omicron)	good
EPI_ISL_12321867	21L (Omicron)	good
EPI_ISL_12321868	21L (Omicron)	good
EPI_ISL_12321869	21L (Omicron)	good
EPI_ISL_12321870	21L (Omicron)	good
EPI_ISL_12321871	21L (Omicron)	good
EPI_ISL_12321872	21L (Omicron)	good
EPI_ISL_12321873	21L (Omicron)	good
EPI_ISL_12321874	21K (Omicron)	good
EPI_ISL_12321875	21K (Omicron)	good
EPI_ISL_12321876	21K (Omicron)	good
EPI_ISL_12321877	21L (Omicron)	good
EPI_ISL_12321878	21L (Omicron)	good
EPI_ISL_12321879	21L (Omicron)	good
EPI_ISL_12321880	21L (Omicron)	good
EPI_ISL_12321881	21L (Omicron)	good
EPI_ISL_12321882	21L (Omicron)	good
EPI_ISL_12321883	21L (Omicron)	good
EPI_ISL_12321884	21L (Omicron)	good
EPI_ISL_12321885	21L (Omicron)	good
EPI_ISL_12321886	21L (Omicron)	good
EPI_ISL_12321887	21L (Omicron)	good
EPI_ISL_12321888	21L (Omicron)	good
EPI_ISL_12321889	21L (Omicron)	good
EPI_ISL_12321890	21L (Omicron)	good
EPI_ISL_12321891	21L (Omicron)	good
EPI_ISL_12321892	21L (Omicron)	good
EPI_ISL_12321893	21L (Omicron)	good
EPI_ISL_12321894	21L (Omicron)	good
EPI_ISL_12321895	21L (Omicron)	good
EPI_ISL_12321896	21L (Omicron)	good
EPI_ISL_12321897	21L (Omicron)	good
EPI_ISL_12321898	21L (Omicron)	good
EPI_ISL_12321899	21L (Omicron)	good
EPI_ISL_12321900	21L (Omicron)	good
EPI_ISL_12321901	21L (Omicron)	good
EPI_ISL_12321902	21L (Omicron)	good
EPI_ISL_12321903	21L (Omicron)	good
EPI_ISL_12322024	21L (Omicron)	mediocre
EPI_ISL_12322025	21L (Omicron)	mediocre
EPI_ISL_12322026	21K (Omicron)	good
EPI_ISL_12322027	21L (Omicron)	mediocre
EPI_ISL_12322028	21L (Omicron)	mediocre
EPI_ISL_12322029	21L (Omicron)	mediocre
EPI_ISL_12322030	21L (Omicron)	mediocre
EPI_ISL_12322031	21L (Omicron)	mediocre
EPI_ISL_12322032	21K (Omicron)	good
EPI_ISL_12322033	21L (Omicron)	good
EPI_ISL_12322034	21L (Omicron)	good
EPI_ISL_12322035	21L (Omicron)	good
EPI_ISL_12322036	21L (Omicron)	good
EPI_ISL_12322037	21L (Omicron)	mediocre
EPI_ISL_12322038	21L (Omicron)	mediocre
EPI_ISL_12322039	21L (Omicron)	good
EPI_ISL_12322040	21L (Omicron)	mediocre
EPI_ISL_12322041	21L (Omicron)	good
EPI_ISL_12322042	21L (Omicron)	good
EPI_ISL_12322043	21L (Omicron)	good
EPI_ISL_12322044	21L (Omicron)	good
EPI_ISL_12322045	21L (Omicron)	good
EPI_ISL_12322046	21L (Omicron)	good
EPI_ISL_12322047	21K (Omicron)	good
EPI_ISL_12322048	21L (Omicron)	good
EPI_ISL_12322049	21L (Omicron)	good
EPI_ISL_12322050	21L (Omicron)	good
EPI_ISL_12322051	21L (Omicron)	good
EPI_ISL_12322052	21L (Omicron)	good
EPI_ISL_12322053	21L (Omicron)	good
EPI_ISL_12322054	21L (Omicron)	good
EPI_ISL_12322055	21L (Omicron)	good
EPI_ISL_12322056	21L (Omicron)	good
EPI_ISL_12322057	21L (Omicron)	good
EPI_ISL_12322058	21L (Omicron)	good
EPI_ISL_12322059	21L (Omicron)	good
EPI_ISL_12322060	21L (Omicron)	good
EPI_ISL_12322061	21L (Omicron)	good
EPI_ISL_12322062	21L (Omicron)	good
EPI_ISL_12322063	21L (Omicron)	good
EPI_ISL_12322064	21L (Omicron)	good
EPI_ISL_12322065	21L (Omicron)	good
EPI_ISL_12322066	21L (Omicron)	good
EPI_ISL_12322067	21L (Omicron)	good
EPI_ISL_12322068	21L (Omicron)	good
EPI_ISL_12322069	21L (Omicron)	good
EPI_ISL_12322070	21L (Omicron)	good
EPI_ISL_12322071	21K (Omicron)	good
EPI_ISL_12322072	21L (Omicron)	good
EPI_ISL_12322073	21L (Omicron)	good
EPI_ISL_12322074	21L (Omicron)	good
EPI_ISL_12322075	21L (Omicron)	good
EPI_ISL_12322076	21L (Omicron)	good
EPI_ISL_12322077	21L (Omicron)	good
EPI_ISL_12322078	21L (Omicron)	good
EPI_ISL_12322079	21L (Omicron)	good
EPI_ISL_12322080	21L (Omicron)	good
EPI_ISL_12322081	21L (Omicron)	good
EPI_ISL_12322082	21K (Omicron)	good
EPI_ISL_12322083	21K (Omicron)	good
EPI_ISL_12322157	21L (Omicron)	good
EPI_ISL_12322158	21L (Omicron)	good
EPI_ISL_12322159	21L (Omicron)	good
EPI_ISL_12322160	21L (Omicron)	good
EPI_ISL_12322161	21L (Omicron)	good
EPI_ISL_12322162	21L (Omicron)	good
EPI_ISL_12322163	21L (Omicron)	good
EPI_ISL_12322164	21L (Omicron)	good
EPI_ISL_12322165	21L (Omicron)	good
EPI_ISL_12322166	21L (Omicron)	good
EPI_ISL_12322167	21L (Omicron)	good
EPI_ISL_12322168	21L (Omicron)	good
EPI_ISL_12322169	21L (Omicron)	good
EPI_ISL_12322170	21L (Omicron)	good
EPI_ISL_12322171	21L (Omicron)	good
EPI_ISL_12322172	21L (Omicron)	mediocre
EPI_ISL_12322173	21L (Omicron)	mediocre
EPI_ISL_12322174	21L (Omicron)	good
EPI_ISL_12322175	21L (Omicron)	good
EPI_ISL_12322176	21L (Omicron)	good
EPI_ISL_12322177	21L (Omicron)	good
EPI_ISL_12322178	21L (Omicron)	good
EPI_ISL_12322179	21L (Omicron)	good
EPI_ISL_12322180	21L (Omicron)	good
EPI_ISL_12322181	21L (Omicron)	good
EPI_ISL_12322182	21L (Omicron)	good
EPI_ISL_12322183	21L (Omicron)	good
EPI_ISL_12322184	21L (Omicron)	good
EPI_ISL_12322185	21L (Omicron)	good
EPI_ISL_12322186	21L (Omicron)	good
EPI_ISL_12322187	21L (Omicron)	good
EPI_ISL_12322188	21L (Omicron)	good
EPI_ISL_12322189	21L (Omicron)	good
EPI_ISL_12322190	21L (Omicron)	good
EPI_ISL_12322191	21L (Omicron)	good
EPI_ISL_12322192	21L (Omicron)	good
EPI_ISL_12322193	21L (Omicron)	good
EPI_ISL_12322194	21K (Omicron)	good
EPI_ISL_12322195	21L (Omicron)	good
EPI_ISL_12322196	21L (Omicron)	good
EPI_ISL_12322197	21L (Omicron)	good
EPI_ISL_12322198	21L (Omicron)	good
EPI_ISL_12322199	21L (Omicron)	good
EPI_ISL_12322200	21L (Omicron)	mediocre
EPI_ISL_12322201	21L (Omicron)	good
EPI_ISL_12322202	21L (Omicron)	good
EPI_ISL_12322203	21L (Omicron)	good
EPI_ISL_12322204	21L (Omicron)	good
EPI_ISL_12322205	21L (Omicron)	good
EPI_ISL_12322206	21L (Omicron)	good
EPI_ISL_12322207	21L (Omicron)	good
EPI_ISL_12322208	21L (Omicron)	good
EPI_ISL_12322209	21L (Omicron)	good
EPI_ISL_12322210	21L (Omicron)	good
EPI_ISL_12322211	21L (Omicron)	good
EPI_ISL_12322212	21L (Omicron)	good
EPI_ISL_12322213	21L (Omicron)	good
EPI_ISL_12322214	21L (Omicron)	good
EPI_ISL_12322215	21L (Omicron)	good
EPI_ISL_12322216	21L (Omicron)	good
EPI_ISL_12322217	21L (Omicron)	good
EPI_ISL_12322218	21L (Omicron)	good
EPI_ISL_12322219	21L (Omicron)	good
EPI_ISL_12322220	21L (Omicron)	good
EPI_ISL_12322221	21L (Omicron)	good
EPI_ISL_12322222	21L (Omicron)	good
EPI_ISL_12322223	21L (Omicron)	mediocre
EPI_ISL_12322224	21L (Omicron)	good
EPI_ISL_12322225	21L (Omicron)	good
EPI_ISL_12322226	21L (Omicron)	good
EPI_ISL_12322227	21L (Omicron)	good
EPI_ISL_12322228	21L (Omicron)	good
EPI_ISL_12322229	21L (Omicron)	good
EPI_ISL_12322230	21L (Omicron)	good
EPI_ISL_12322231	21L (Omicron)	good
EPI_ISL_12322232	21L (Omicron)	good
EPI_ISL_12322233	21L (Omicron)	good
EPI_ISL_12322234	21L (Omicron)	good
EPI_ISL_12322235	21L (Omicron)	good
EPI_ISL_12322236	21L (Omicron)	good
EPI_ISL_12322237	21L (Omicron)	good
EPI_ISL_12322238	21L (Omicron)	good
EPI_ISL_12322239	21L (Omicron)	good
EPI_ISL_12322240	21L (Omicron)	good
EPI_ISL_12322241	21L (Omicron)	good
EPI_ISL_12322242	21L (Omicron)	good
EPI_ISL_12322243	21L (Omicron)	good
EPI_ISL_12322244	21L (Omicron)	good
EPI_ISL_12322245	21L (Omicron)	good
EPI_ISL_12322246	21L (Omicron)	good
EPI_ISL_12322247	21L (Omicron)	good
EPI_ISL_12322248	21L (Omicron)	good
EPI_ISL_12322249	21L (Omicron)	good
EPI_ISL_12322250	21K (Omicron)	good
EPI_ISL_12322251	21L (Omicron)	good
EPI_ISL_12322252	21K (Omicron)	good
EPI_ISL_12322253	21L (Omicron)	good
EPI_ISL_12322254	21L (Omicron)	good
EPI_ISL_12322255	21L (Omicron)	good
EPI_ISL_12322256	21L (Omicron)	good
EPI_ISL_12322257	21L (Omicron)	good
EPI_ISL_12322258	21L (Omicron)	good
EPI_ISL_12322259	21L (Omicron)	good
EPI_ISL_12322260	21L (Omicron)	good
EPI_ISL_12322261	21L (Omicron)	good
EPI_ISL_12322262	21L (Omicron)	good
EPI_ISL_12322263	21L (Omicron)	good
EPI_ISL_12322264	21L (Omicron)	good
EPI_ISL_12322265	21L (Omicron)	mediocre
EPI_ISL_12322266	21L (Omicron)	mediocre
EPI_ISL_12322267	21K (Omicron)	good
EPI_ISL_12322268	21L (Omicron)	good
EPI_ISL_12322269	21L (Omicron)	good
EPI_ISL_12322270	21K (Omicron)	good
EPI_ISL_12322271	21L (Omicron)	good
EPI_ISL_12322272	21L (Omicron)	good
EPI_ISL_12322273	21L (Omicron)	good
EPI_ISL_12322274	21L (Omicron)	good
EPI_ISL_12322275	21L (Omicron)	good
EPI_ISL_12322276	21L (Omicron)	good
EPI_ISL_12322277	21L (Omicron)	good
EPI_ISL_12322278	21L (Omicron)	good
EPI_ISL_12322279	21L (Omicron)	mediocre
EPI_ISL_12322280	21L (Omicron)	good
EPI_ISL_12322281	21L (Omicron)	good
EPI_ISL_12322282	21L (Omicron)	good
EPI_ISL_12322283	21L (Omicron)	good
EPI_ISL_12322284	21K (Omicron)	good
EPI_ISL_12322285	21L (Omicron)	good
EPI_ISL_12322286	21L (Omicron)	good
EPI_ISL_12322287	21L (Omicron)	good
EPI_ISL_12322288	21L (Omicron)	good
EPI_ISL_12322289	21L (Omicron)	good
EPI_ISL_12322290	21L (Omicron)	good
EPI_ISL_12322291	21L (Omicron)	good
EPI_ISL_12322292	21L (Omicron)	good
EPI_ISL_12322293	21L (Omicron)	good
EPI_ISL_12322294	21L (Omicron)	good
EPI_ISL_12322295	21L (Omicron)	good
EPI_ISL_12322296	21L (Omicron)	good
EPI_ISL_12322297	21K (Omicron)	good
EPI_ISL_12322298	21L (Omicron)	good
EPI_ISL_12322299	21L (Omicron)	good
EPI_ISL_12322300	21L (Omicron)	good
EPI_ISL_12322301	21L (Omicron)	good
EPI_ISL_12322302	21L (Omicron)	good
EPI_ISL_12322303	21L (Omicron)	good
EPI_ISL_12322304	21L (Omicron)	good
EPI_ISL_12322305	21L (Omicron)	good
EPI_ISL_12322306	21L (Omicron)	good
EPI_ISL_12322307	21L (Omicron)	good
EPI_ISL_12322308	21L (Omicron)	good
EPI_ISL_12322309	21L (Omicron)	good
EPI_ISL_12322310	21K (Omicron)	good
EPI_ISL_12322311	21L (Omicron)	good
EPI_ISL_12322312	21L (Omicron)	good
EPI_ISL_12322313	21L (Omicron)	good
EPI_ISL_12322314	21L (Omicron)	good
EPI_ISL_12322315	21L (Omicron)	good
EPI_ISL_12322316	21L (Omicron)	good
EPI_ISL_12322317	21L (Omicron)	good
EPI_ISL_12322318	21K (Omicron)	good
EPI_ISL_12322319	21L (Omicron)	good
EPI_ISL_12322320	21L (Omicron)	good
EPI_ISL_12322321	21L (Omicron)	good
EPI_ISL_12322322	21L (Omicron)	good
EPI_ISL_12322323	21L (Omicron)	good
EPI_ISL_12322324	21L (Omicron)	mediocre
EPI_ISL_12322325	21L (Omicron)	good
EPI_ISL_12322326	21L (Omicron)	good
EPI_ISL_12322327	21K (Omicron)	good
EPI_ISL_12322328	21L (Omicron)	good
EPI_ISL_12322329	21L (Omicron)	good
EPI_ISL_12322330	21L (Omicron)	good
EPI_ISL_12322331	21L (Omicron)	good
EPI_ISL_12322332	21L (Omicron)	good
EPI_ISL_12322333	21L (Omicron)	good
EPI_ISL_12322334	21L (Omicron)	good
EPI_ISL_12322335	21L (Omicron)	good
EPI_ISL_12322336	21L (Omicron)	good
EPI_ISL_12322337	21L (Omicron)	good
EPI_ISL_12322338	21K (Omicron)	good
EPI_ISL_12322339	21L (Omicron)	good
EPI_ISL_12322340	21L (Omicron)	good
EPI_ISL_12322341	21L (Omicron)	good
EPI_ISL_12322342	21L (Omicron)	good
EPI_ISL_12322343	21L (Omicron)	good
EPI_ISL_12322344	21L (Omicron)	good
EPI_ISL_12322345	21L (Omicron)	good
EPI_ISL_12322346	21L (Omicron)	good
EPI_ISL_12322347	21L (Omicron)	good
EPI_ISL_12322348	21L (Omicron)	good
EPI_ISL_12322349	21L (Omicron)	good
EPI_ISL_12322350	21L (Omicron)	good
EPI_ISL_12322351	21L (Omicron)	good
EPI_ISL_12322352	21L (Omicron)	good
EPI_ISL_12322353	21L (Omicron)	good
EPI_ISL_12322354	21L (Omicron)	good
EPI_ISL_12322355	21L (Omicron)	good
EPI_ISL_12322356	21L (Omicron)	good
EPI_ISL_12322357	21L (Omicron)	good
EPI_ISL_12322358	21L (Omicron)	good
EPI_ISL_12322359	21L (Omicron)	good
EPI_ISL_12322360	21L (Omicron)	good
EPI_ISL_12322361	21L (Omicron)	good
EPI_ISL_12322362	21L (Omicron)	good
EPI_ISL_12322363	21L (Omicron)	good
EPI_ISL_12322364	21L (Omicron)	good
EPI_ISL_12322365	21L (Omicron)	good
EPI_ISL_12322366	21L (Omicron)	good
EPI_ISL_12322367	21L (Omicron)	good
EPI_ISL_12322368	21L (Omicron)	good
EPI_ISL_12322369	21L (Omicron)	good
EPI_ISL_12322370	21L (Omicron)	good
EPI_ISL_12322371	21L (Omicron)	good
EPI_ISL_12322372	21L (Omicron)	good
EPI_ISL_12322373	21L (Omicron)	good
EPI_ISL_12322374	21L (Omicron)	good
EPI_ISL_12322375	21L (Omicron)	good
EPI_ISL_12322376	21L (Omicron)	good
EPI_ISL_12322377	21L (Omicron)	good
EPI_ISL_12322378	21L (Omicron)	good
EPI_ISL_12322379	21L (Omicron)	good
EPI_ISL_12322380	21L (Omicron)	good
EPI_ISL_12322381	21L (Omicron)	good
EPI_ISL_12322382	21L (Omicron)	good
EPI_ISL_12322383	21L (Omicron)	good
EPI_ISL_12322384	21L (Omicron)	good
EPI_ISL_12322385	21L (Omicron)	good
EPI_ISL_12322386	21L (Omicron)	good
EPI_ISL_12322387	21K (Omicron)	good
EPI_ISL_12322388	21L (Omicron)	good
EPI_ISL_12322389	21L (Omicron)	good
EPI_ISL_12322390	21L (Omicron)	good
EPI_ISL_12322391	21L (Omicron)	good
EPI_ISL_12322392	21L (Omicron)	good
EPI_ISL_12322393	21L (Omicron)	good
EPI_ISL_12322394	21L (Omicron)	good
EPI_ISL_12322395	21L (Omicron)	good
EPI_ISL_12322396	21L (Omicron)	good
EPI_ISL_12332029	21L (Omicron)	good
EPI_ISL_12400589	21K (Omicron)	mediocre
EPI_ISL_12400590	21K (Omicron)	mediocre
EPI_ISL_12400591	21L (Omicron)	mediocre
EPI_ISL_12400592	21L (Omicron)	mediocre
EPI_ISL_12401871	21L (Omicron)	good
EPI_ISL_12429733	21L (Omicron)	good
EPI_ISL_12429734	21L (Omicron)	good
EPI_ISL_12429735	21L (Omicron)	good
EPI_ISL_12429736	21L (Omicron)	good
EPI_ISL_12429737	21L (Omicron)	good
EPI_ISL_12429738	21L (Omicron)	good
EPI_ISL_12429739	21L (Omicron)	good
EPI_ISL_12429740	21L (Omicron)	good
EPI_ISL_12429741	21L (Omicron)	good
EPI_ISL_12429742	21L (Omicron)	good
EPI_ISL_12429743	21L (Omicron)	good
EPI_ISL_12429744	21L (Omicron)	good
EPI_ISL_12509993	21L (Omicron)	good
EPI_ISL_12509994	21L (Omicron)	good
EPI_ISL_12509995	21L (Omicron)	good
EPI_ISL_12509996	21L (Omicron)	good
EPI_ISL_12509997	21L (Omicron)	good
EPI_ISL_12509998	21L (Omicron)	good
EPI_ISL_12509999	21L (Omicron)	good
EPI_ISL_12510000	21L (Omicron)	good
EPI_ISL_12510001	21L (Omicron)	good
EPI_ISL_12510002	21L (Omicron)	good
EPI_ISL_12510003	21L (Omicron)	good
EPI_ISL_12510004	21L (Omicron)	good
EPI_ISL_12510005	21L (Omicron)	good
EPI_ISL_12510006	21L (Omicron)	good
EPI_ISL_12510007	21L (Omicron)	good
EPI_ISL_12510008	21L (Omicron)	good
EPI_ISL_12510009	21L (Omicron)	good
EPI_ISL_12510010	21L (Omicron)	good
EPI_ISL_12510011	21L (Omicron)	good
EPI_ISL_12510012	21L (Omicron)	good
EPI_ISL_12510013	21L (Omicron)	good
EPI_ISL_12510014	21L (Omicron)	good
EPI_ISL_12510015	21L (Omicron)	good
EPI_ISL_12510016	21L (Omicron)	good
EPI_ISL_12510017	21L (Omicron)	good
EPI_ISL_12510018	21L (Omicron)	good
EPI_ISL_12510019	21L (Omicron)	good
EPI_ISL_12510020	21K (Omicron)	good
EPI_ISL_12510021	21L (Omicron)	good
EPI_ISL_12510022	21L (Omicron)	good
EPI_ISL_12510023	21L (Omicron)	good
EPI_ISL_12510024	21L (Omicron)	good
EPI_ISL_12510025	21L (Omicron)	good
EPI_ISL_12510026	21L (Omicron)	good
EPI_ISL_12510027	21L (Omicron)	good
EPI_ISL_12510028	21L (Omicron)	good
EPI_ISL_12510029	21L (Omicron)	good
EPI_ISL_12510030	21L (Omicron)	good
EPI_ISL_12510031	21L (Omicron)	good
EPI_ISL_12510032	21L (Omicron)	good
EPI_ISL_12510033	21L (Omicron)	good
EPI_ISL_12510034	21L (Omicron)	good
EPI_ISL_12510035	21L (Omicron)	good
EPI_ISL_12510036	21L (Omicron)	good
EPI_ISL_12510037	21L (Omicron)	good
EPI_ISL_12510038	21L (Omicron)	good
EPI_ISL_12510039	21L (Omicron)	good
EPI_ISL_12510040	21L (Omicron)	good
EPI_ISL_12510041	21K (Omicron)	good
EPI_ISL_12510042	21L (Omicron)	good
EPI_ISL_12510043	21L (Omicron)	good
EPI_ISL_12510044	21L (Omicron)	good
EPI_ISL_12510045	21L (Omicron)	good
EPI_ISL_12510046	21L (Omicron)	good
EPI_ISL_12510047	21L (Omicron)	good
EPI_ISL_12510048	21L (Omicron)	good
EPI_ISL_12510049	21L (Omicron)	good
EPI_ISL_12510050	21L (Omicron)	good
EPI_ISL_12510051	21L (Omicron)	good
EPI_ISL_12510052	21L (Omicron)	good
EPI_ISL_12510053	21L (Omicron)	good
EPI_ISL_12510054	21L (Omicron)	good
EPI_ISL_12510055	21L (Omicron)	good
EPI_ISL_12510056	21L (Omicron)	good
EPI_ISL_12510057	21L (Omicron)	good
EPI_ISL_12510058	21L (Omicron)	good
EPI_ISL_12510059	21L (Omicron)	good
EPI_ISL_12510060	21L (Omicron)	good
EPI_ISL_12510061	21L (Omicron)	mediocre
EPI_ISL_12510062	21L (Omicron)	good
EPI_ISL_12510063	21L (Omicron)	good
EPI_ISL_12510064	21L (Omicron)	good
EPI_ISL_12510065	21L (Omicron)	good
EPI_ISL_12510066	21L (Omicron)	good
EPI_ISL_12510067	21L (Omicron)	good
EPI_ISL_12510068	21L (Omicron)	good
EPI_ISL_12510069	21L (Omicron)	good
EPI_ISL_12510070	21L (Omicron)	good
EPI_ISL_12510071	21L (Omicron)	good
EPI_ISL_12510072	21L (Omicron)	good
EPI_ISL_12510073	21L (Omicron)	good
EPI_ISL_12510074	21L (Omicron)	good
EPI_ISL_12510075	21L (Omicron)	good
EPI_ISL_12510076	21L (Omicron)	good
EPI_ISL_12510077	21L (Omicron)	good
EPI_ISL_12510078	21L (Omicron)	good
EPI_ISL_12510079	21L (Omicron)	good
EPI_ISL_12510080	21L (Omicron)	good
EPI_ISL_12510081	21L (Omicron)	mediocre
EPI_ISL_12510082	21L (Omicron)	good
EPI_ISL_12510083	21L (Omicron)	good
EPI_ISL_12510084	21L (Omicron)	good
EPI_ISL_12510085	21L (Omicron)	good
EPI_ISL_12510086	21L (Omicron)	good
EPI_ISL_12510087	21L (Omicron)	good
EPI_ISL_12510088	21L (Omicron)	good
EPI_ISL_12510089	21L (Omicron)	good
EPI_ISL_12510090	21L (Omicron)	good
EPI_ISL_12510091	21L (Omicron)	good
EPI_ISL_12510092	21L (Omicron)	good
EPI_ISL_12510093	21L (Omicron)	good
EPI_ISL_12510094	21L (Omicron)	good
EPI_ISL_12510095	21L (Omicron)	mediocre
EPI_ISL_12510096	21L (Omicron)	good
EPI_ISL_12510097	21L (Omicron)	good
EPI_ISL_12510098	21L (Omicron)	good
EPI_ISL_12510099	21L (Omicron)	good
EPI_ISL_12510100	21L (Omicron)	good
EPI_ISL_12510101	21L (Omicron)	good
EPI_ISL_12510102	21L (Omicron)	good
EPI_ISL_12510103	21L (Omicron)	good
EPI_ISL_12510104	21L (Omicron)	good
EPI_ISL_12510105	21L (Omicron)	good
EPI_ISL_12510106	21L (Omicron)	good
EPI_ISL_12510107	21L (Omicron)	good
EPI_ISL_12510108	21L (Omicron)	good
EPI_ISL_12510109	21L (Omicron)	good
EPI_ISL_12510110	21L (Omicron)	good
EPI_ISL_12510111	21L (Omicron)	good
EPI_ISL_12510112	21L (Omicron)	good
EPI_ISL_12510113	21L (Omicron)	good
EPI_ISL_12510114	21K (Omicron)	good
