"AccessionID","State","Lineage"
"EPI_ISL_10512253","Sarawak","BA.1.1"
"EPI_ISL_10512257","Sarawak","BA.1.1"
"EPI_ISL_10512456","Sarawak","BA.1.1"
"EPI_ISL_10512458","Sarawak","BA.1.1"
"EPI_ISL_10512454","Sarawak","BA.1.1"
"EPI_ISL_10512455","Sarawak","BA.1.1"
"EPI_ISL_10652495","Kelantan","BA.1.1"
"EPI_ISL_10652492","Kelantan","BA.1.1"
"EPI_ISL_10652518","Perak","BA.1.1"
"EPI_ISL_10652513","Perak","BA.1.1"
"EPI_ISL_10652521","Perak","BA.1.1"
"EPI_ISL_10652531","Kelantan","BA.1.1"
"EPI_ISL_10652532","Kelantan","BA.1.1"
"EPI_ISL_10652485","Kelantan","BA.1.1"
"EPI_ISL_10652483","Kelantan","BA.1.1"
"EPI_ISL_10652528","Kelantan","BA.1.1"
"EPI_ISL_10652525","Kelantan","BA.1.1"
"EPI_ISL_10652503","Selangor","BA.1.1"
"EPI_ISL_10652507","Perak","BA.1.1"
"EPI_ISL_10652489","Kelantan","BA.1.1"
"EPI_ISL_10652543","Kelantan","BA.1.1"
"EPI_ISL_10652524","Perak","BA.1.1"
"EPI_ISL_10652534","Kelantan","BA.1.1"
"EPI_ISL_10652544","Kelantan","BA.1.1"
"EPI_ISL_10652538","Terengganu","BA.1.1"
"EPI_ISL_10652488","Kelantan","BA.1.1"
"EPI_ISL_10652514","Perak","BA.1.1"
"EPI_ISL_10652487","Kelantan","BA.1.1"
"EPI_ISL_10652486","Kelantan","BA.1.1"
"EPI_ISL_10652509","Perak","BA.1.1"
"EPI_ISL_10652508","Perak","BA.1.1"
"EPI_ISL_10652511","Perak","BA.1.1"
"EPI_ISL_10652512","Perak","BA.1.1"
"EPI_ISL_10652516","Perak","BA.1.1"
"EPI_ISL_10652529","Kelantan","BA.1.1"
"EPI_ISL_10652520","Perak","BA.1.1"
"EPI_ISL_10652535","Kelantan","BA.1.1"
"EPI_ISL_10652540","Kelantan","BA.1.1"
"EPI_ISL_10652541","Kelantan","BA.1.1"
"EPI_ISL_10652472","Perak","BA.1.1"
"EPI_ISL_10652473","Perak","BA.1.1"
"EPI_ISL_10652494","Kelantan","BA.1.1"
"EPI_ISL_10652517","Perak","BA.1.1"
"EPI_ISL_10652519","Perak","BA.1.1"
"EPI_ISL_10652515","Perak","BA.1.1"
"EPI_ISL_10652505","Perak","BA.1.1"
"EPI_ISL_10652502","Perak","BA.1.1"
"EPI_ISL_10652501","Perak","BA.1.1"
"EPI_ISL_10652504","Perak","BA.1.1"
"EPI_ISL_10652510","Perak","BA.1.1"
"EPI_ISL_10652536","Kelantan","BA.1.1"
"EPI_ISL_10652526","Kelantan","BA.1.1"
"EPI_ISL_10652527","Kelantan","BA.1.1"
"EPI_ISL_10652533","Kelantan","BA.1.1"
"EPI_ISL_10728477","Johor","BA.1.1"
"EPI_ISL_10728460","Johor","BA.1.1"
"EPI_ISL_10728484","Johor","BA.1.1"
"EPI_ISL_10728500","Negeri Sembilan","BA.1.1"
"EPI_ISL_10728489","Negeri Sembilan","BA.1.1"
"EPI_ISL_10728487","Negeri Sembilan","BA.1.1"
"EPI_ISL_10728498","Johor","BA.1.1"
"EPI_ISL_10728472","Johor","BA.1.1"
"EPI_ISL_10728462","Negeri Sembilan","BA.1.1"
"EPI_ISL_10728473","Negeri Sembilan","BA.1.1"
"EPI_ISL_10728471","Johor","BA.1.1"
"EPI_ISL_10728480","Johor","BA.1.1"
"EPI_ISL_10728485","Johor","BA.1.1"
"EPI_ISL_10728491","Johor","BA.1.1"
"EPI_ISL_10728496","Johor","BA.1.1"
"EPI_ISL_10728474","Negeri Sembilan","BA.1.1"
"EPI_ISL_10728470","Johor","BA.1.1"
"EPI_ISL_10728494","Johor","BA.1.1"
"EPI_ISL_10728479","Johor","BA.1.1"
"EPI_ISL_10728476","Johor","BA.1.1"
"EPI_ISL_10728468","Johor","BA.1.1"
"EPI_ISL_10728495","Johor","BA.1.1"
"EPI_ISL_10728467","Johor","BA.1.1"
"EPI_ISL_10652506","Perak","BA.1.1"
"EPI_ISL_10652539","Kelantan","BA.1.1"
"EPI_ISL_10590782","Selangor","BA.1.1"
"EPI_ISL_10590792","Selangor","BA.1.1"
"EPI_ISL_10590785","Selangor","BA.1.1"
"EPI_ISL_10590790","Selangor","BA.1.1"
"EPI_ISL_10590786","Selangor","BA.1.1"
"EPI_ISL_10590784","Selangor","BA.1.1"
"EPI_ISL_10590794","Selangor","BA.1.1"
"EPI_ISL_10590778","Selangor","BA.1.1"
"EPI_ISL_10590791","Selangor","BA.1.1"
"EPI_ISL_10512327","Sarawak","BA.1.1"
"EPI_ISL_10512262","Sarawak","BA.1.1"
"EPI_ISL_10512423","Sarawak","BA.1.1"
"EPI_ISL_10759922","Sarawak","BA.1.1"
"EPI_ISL_10549474","Johor","BA.1.1"
"EPI_ISL_10512254","Sarawak","BA.1.1"
"EPI_ISL_10512190","Sarawak","BA.1.1"
"EPI_ISL_10512217","Sarawak","BA.1.1"
"EPI_ISL_10494658","Selangor","BA.1.1"
"EPI_ISL_10494741","Selangor","BA.1.1"
"EPI_ISL_10494789","Selangor","BA.1.1"
"EPI_ISL_10494706","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_10494685","Selangor","BA.1.1"
"EPI_ISL_10494654","Selangor","BA.1.1"
"EPI_ISL_10494651","Selangor","BA.1.1"
"EPI_ISL_10494683","Selangor","BA.1.1"
"EPI_ISL_10494780","Selangor","BA.1.1"
"EPI_ISL_10494801","Selangor","BA.1.1"
"EPI_ISL_10494657","Selangor","BA.1.1"
"EPI_ISL_10494646","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_10494804","Selangor","BA.1.1"
"EPI_ISL_10494797","Selangor","BA.1.1"
"EPI_ISL_10494669","Selangor","BA.1.1"
"EPI_ISL_10494690","Selangor","BA.1.1"
"EPI_ISL_10494656","Selangor","BA.1.1"
"EPI_ISL_10494659","Selangor","BA.1.1"
"EPI_ISL_10494767","Selangor","BA.1.1"
"EPI_ISL_10494786","Selangor","BA.1.1"
"EPI_ISL_10494815","Selangor","BA.1.1"
"EPI_ISL_10494655","Selangor","BA.1.1"
"EPI_ISL_10494686","Selangor","BA.1.1"
"EPI_ISL_10494765","Selangor","BA.1.1"
"EPI_ISL_10494702","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_10494680","Selangor","BA.1.1"
"EPI_ISL_10494766","Selangor","BA.1.1"
"EPI_ISL_10494682","Selangor","BA.1.1"
"EPI_ISL_10494679","Selangor","BA.1.1"
"EPI_ISL_10494668","Selangor","BA.1.1"
"EPI_ISL_10494696","Selangor","BA.1.1"
"EPI_ISL_10494703","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_10494794","Selangor","BA.1.1"
"EPI_ISL_10494677","Selangor","BA.1.1"
"EPI_ISL_10494645","Selangor","BA.1.1"
"EPI_ISL_10494743","Selangor","BA.1.1"
"EPI_ISL_10494738","Selangor","BA.1.1"
"EPI_ISL_10494653","Selangor","BA.1.1"
"EPI_ISL_10494774","Selangor","BA.1.1"
"EPI_ISL_10494771","Selangor","BA.1.1"
"EPI_ISL_10494671","Selangor","BA.1.1"
"EPI_ISL_10494672","Selangor","BA.1.1"
"EPI_ISL_10494700","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_10494673","Selangor","BA.1.1"
"EPI_ISL_10494788","Selangor","BA.1.1"
"EPI_ISL_10494699","Selangor","BA.1.1"
"EPI_ISL_10494694","Selangor","BA.1.1"
"EPI_ISL_10494704","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_10494661","Selangor","BA.1.1"
"EPI_ISL_10494652","Selangor","BA.1.1"
"EPI_ISL_10494697","Selangor","BA.1.1"
"EPI_ISL_10494674","Selangor","BA.1.1"
"EPI_ISL_10494701","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_10494693","Selangor","BA.1.1"
"EPI_ISL_10494775","Selangor","BA.1.1"
"EPI_ISL_10494675","Selangor","BA.1.1"
"EPI_ISL_10494770","Selangor","BA.1.1"
"EPI_ISL_10494769","Selangor","BA.1.1"
"EPI_ISL_10494689","Selangor","BA.1.1"
"EPI_ISL_10494695","Selangor","BA.1.1"
"EPI_ISL_10494782","Selangor","BA.1.1"
"EPI_ISL_10494764","Selangor","BA.1.1"
"EPI_ISL_10494678","Selangor","BA.1.1"
"EPI_ISL_10494687","Selangor","BA.1.1"
"EPI_ISL_10494650","Selangor","BA.1.1"
"EPI_ISL_10494768","Selangor","BA.1.1"
"EPI_ISL_10494644","Selangor","BA.1.1"
"EPI_ISL_10495879","Sabah","BA.1.1"
"EPI_ISL_10495859","Sabah","BA.1.1"
"EPI_ISL_10495871","Sabah","BA.1.1"
"EPI_ISL_10494667","Selangor","BA.1.1"
"EPI_ISL_10494670","Selangor","BA.1.1"
"EPI_ISL_10494736","Selangor","BA.1.1"
"EPI_ISL_10494760","Selangor","BA.1.1"
"EPI_ISL_10494799","Selangor","BA.1.1"
"EPI_ISL_10494818","Selangor","BA.1.1"
"EPI_ISL_10494817","Selangor","BA.1.1"
"EPI_ISL_10494807","Selangor","BA.1.1"
"EPI_ISL_10494805","Selangor","BA.1.1"
"EPI_ISL_10494800","Selangor","BA.1.1"
"EPI_ISL_10494783","Selangor","BA.1.1"
"EPI_ISL_10495865","Sabah","BA.1.1"
"EPI_ISL_10495867","Sabah","BA.1.1"
"EPI_ISL_10495866","Sabah","BA.1.1"
"EPI_ISL_10549455","Johor","BA.1.1"
"EPI_ISL_10549457","Johor","BA.1.1"
"EPI_ISL_10549469","Johor","BA.1.1"
"EPI_ISL_10549475","Johor","BA.1.1"
"EPI_ISL_10549471","Johor","BA.1.1"
"EPI_ISL_10549461","Melaka","BA.1.1"
"EPI_ISL_10549476","Johor","BA.1.1"
"EPI_ISL_10549463","Johor","BA.1.1"
"EPI_ISL_10549462","Johor","BA.1.1"
"EPI_ISL_10549470","Johor","BA.1.1"
"EPI_ISL_10549468","Johor","BA.1.1"
"EPI_ISL_10549460","Melaka","BA.1.1"
"EPI_ISL_10549456","Johor","BA.1.1"
"EPI_ISL_10692492","Melaka","BA.1.1"
"EPI_ISL_10692521","Johor","BA.1.1"
"EPI_ISL_10692526","Johor","BA.1.1"
"EPI_ISL_10692488","Johor","BA.1.1"
"EPI_ISL_10692503","Johor","BA.1.1"
"EPI_ISL_10692513","Johor","BA.1.1"
"EPI_ISL_10692489","Melaka","BA.1.1"
"EPI_ISL_10692510","Johor","BA.1.1"
"EPI_ISL_10692501","Johor","BA.1.1"
"EPI_ISL_10692490","Johor","BA.1.1"
"EPI_ISL_10692499","Johor","BA.1.1"
"EPI_ISL_10692519","Johor","BA.1.1"
"EPI_ISL_10692497","Selangor","BA.1.1"
"EPI_ISL_10549467","Johor","BA.1.1"
"EPI_ISL_10549464","Johor","BA.1.1"
"EPI_ISL_10549466","Johor","BA.1.1"
"EPI_ISL_11105858","Selangor","BA.1.1"
"EPI_ISL_11105878","Sabah","BA.1.1"
"EPI_ISL_11105865","Selangor","BA.1.1"
"EPI_ISL_10760098","Sarawak","BA.1.1"
"EPI_ISL_10760073","Sarawak","BA.1.1"
"EPI_ISL_10760065","Sarawak","BA.1.1"
"EPI_ISL_10760091","Sarawak","BA.1.1"
"EPI_ISL_10760069","Sarawak","BA.1.1"
"EPI_ISL_10760111","Sarawak","BA.1.1"
"EPI_ISL_10981859","Selangor","BA.1.1"
"EPI_ISL_10981858","Selangor","BA.1.1"
"EPI_ISL_10981891","Selangor","BA.1.1"
"EPI_ISL_10981877","Selangor","BA.1.1"
"EPI_ISL_10981879","Selangor","BA.1.1"
"EPI_ISL_10981884","Selangor","BA.1.1"
"EPI_ISL_10981889","Selangor","BA.1.1"
"EPI_ISL_10981888","Selangor","BA.1.1"
"EPI_ISL_10981892","Selangor","BA.1.1"
"EPI_ISL_10981863","Selangor","BA.1.1"
"EPI_ISL_10981868","Selangor","BA.1.1"
"EPI_ISL_10981873","Selangor","BA.1.1"
"EPI_ISL_10981871","Selangor","BA.1.1"
"EPI_ISL_10981864","Selangor","BA.1.1"
"EPI_ISL_10942326","Johor","BA.1.1"
"EPI_ISL_10942337","Negeri Sembilan","BA.1.1"
"EPI_ISL_10942335","Johor","BA.1.1"
"EPI_ISL_10942294","Negeri Sembilan","BA.1.1"
"EPI_ISL_10942300","Johor","BA.1.1"
"EPI_ISL_11323770","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_11323773","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_11323837","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_11323795","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_11323821","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_11323833","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_11323777","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_11323806","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_11069904","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_10880108","Johor","BA.1.1"
"EPI_ISL_10880091","Johor","BA.1.1"
"EPI_ISL_10880089","Melaka","BA.1.1"
"EPI_ISL_10880079","Johor","BA.1.1"
"EPI_ISL_10880112","Johor","BA.1.1"
"EPI_ISL_10880069","Johor","BA.1.1"
"EPI_ISL_10880113","Negeri Sembilan","BA.1.1"
"EPI_ISL_10880087","Johor","BA.1.1"
"EPI_ISL_10880072","Negeri Sembilan","BA.1.1"
"EPI_ISL_10880086","Melaka","BA.1.1"
"EPI_ISL_10880081","Johor","BA.1.1"
"EPI_ISL_10880074","Johor","BA.1.1"
"EPI_ISL_10880106","Negeri Sembilan","BA.1.1"
"EPI_ISL_10880098","Johor","BA.1.1"
"EPI_ISL_10880071","Melaka","BA.1.1"
"EPI_ISL_10880088","Johor","BA.1.1"
"EPI_ISL_10760067","Sarawak","BA.1.1"
"EPI_ISL_10760089","Sarawak","BA.1.1"
"EPI_ISL_10760074","Sarawak","BA.1.1"
"EPI_ISL_10760105","Sarawak","BA.1.1"
"EPI_ISL_10760141","Sarawak","BA.1.1"
"EPI_ISL_10760120","Sarawak","BA.1.1"
"EPI_ISL_10760041","Sarawak","BA.1.1"
"EPI_ISL_10760039","Sarawak","BA.1.1"
"EPI_ISL_10760134","Sarawak","BA.1.1"
"EPI_ISL_10760048","Sarawak","BA.1.1"
"EPI_ISL_10760060","Sarawak","BA.1.1"
"EPI_ISL_10760058","Sarawak","BA.1.1"
"EPI_ISL_10760143","Sarawak","BA.1.1"
"EPI_ISL_10760128","Sarawak","BA.1.1"
"EPI_ISL_11332459","Sarawak","BA.1.1"
"EPI_ISL_11332458","Sarawak","BA.1.1"
"EPI_ISL_11332462","Sarawak","BA.1.1"
"EPI_ISL_11332456","Sarawak","BA.1.1"
"EPI_ISL_11332509","Sarawak","BA.1.1"
"EPI_ISL_11332464","Sarawak","BA.1.1"
"EPI_ISL_11332471","Sarawak","BA.1.1"
"EPI_ISL_11332468","Sarawak","BA.1.1"
"EPI_ISL_11332473","Sarawak","BA.1.1"
"EPI_ISL_11332467","Sarawak","BA.1.1"
"EPI_ISL_11332466","Sarawak","BA.1.1"
"EPI_ISL_11332454","Sarawak","BA.1.1"
"EPI_ISL_11332492","Sarawak","BA.1.1"
"EPI_ISL_11332535","Sarawak","BA.1.1"
"EPI_ISL_11332550","Sarawak","BA.1.1"
"EPI_ISL_11117199","Pahang","BA.1.1"
"EPI_ISL_11117206","Pulau Pinang","BA.1.1"
"EPI_ISL_11112401","Pahang","BA.1.1"
"EPI_ISL_11112390","Pahang","BA.1.1"
"EPI_ISL_11112400","Pahang","BA.1.1"
"EPI_ISL_11112399","Pahang","BA.1.1"
"EPI_ISL_11112469","Pulau Pinang","BA.1.1"
"EPI_ISL_11117208","Pulau Pinang","BA.1.1"
"EPI_ISL_11117201","Pahang","BA.1.1"
"EPI_ISL_11117204","Pulau Pinang","BA.1.1"
"EPI_ISL_11117203","Pahang","BA.1.1"
"EPI_ISL_11117197","Pahang","BA.1.1"
"EPI_ISL_11112396","Pahang","BA.1.1"
"EPI_ISL_11112462","Pahang","BA.1.1"
"EPI_ISL_11112407","Pahang","BA.1.1"
"EPI_ISL_11112456","Pulau Pinang","BA.1.1"
"EPI_ISL_11112453","Pulau Pinang","BA.1.1"
"EPI_ISL_11112431","Pulau Pinang","BA.1.1"
"EPI_ISL_11112466","Pahang","BA.1.1"
"EPI_ISL_11112459","Pahang","BA.1.1"
"EPI_ISL_11112416","Pulau Pinang","BA.1.1"
"EPI_ISL_11112452","Pulau Pinang","BA.1.1"
"EPI_ISL_11112464","Pahang","BA.1.1"
"EPI_ISL_11112455","Pulau Pinang","BA.1.1"
"EPI_ISL_11112397","Pahang","BA.1.1"
"EPI_ISL_11112470","Pulau Pinang","BA.1.1"
"EPI_ISL_11112467","Pahang","BA.1.1"
"EPI_ISL_11112434","Pahang","BA.1.1"
"EPI_ISL_11112482","Pahang","BA.1.1"
"EPI_ISL_11112460","Pahang","BA.1.1"
"EPI_ISL_11112457","Pahang","BA.1.1"
"EPI_ISL_11112406","Pahang","BA.1.1"
"EPI_ISL_11112411","Pulau Pinang","BA.1.1"
"EPI_ISL_11112388","Pahang","BA.1.1"
"EPI_ISL_11112436","Pahang","BA.1.1"
"EPI_ISL_11112463","Pahang","BA.1.1"
"EPI_ISL_11112410","Pulau Pinang","BA.1.1"
"EPI_ISL_11112454","Pulau Pinang","BA.1.1"
"EPI_ISL_11112449","Pulau Pinang","BA.1.1"
"EPI_ISL_11112465","Pahang","BA.1.1"
"EPI_ISL_11112435","Pahang","BA.1.1"
"EPI_ISL_11112472","Pulau Pinang","BA.1.1"
"EPI_ISL_11112471","Pulau Pinang","BA.1.1"
"EPI_ISL_11112409","Pulau Pinang","BA.1.1"
"EPI_ISL_11112458","Pahang","BA.1.1"
"EPI_ISL_11112481","Pulau Pinang","BA.1.1"
"EPI_ISL_11112468","Pulau Pinang","BA.1.1"
"EPI_ISL_11112461","Pahang","BA.1.1"
"EPI_ISL_11117202","Pahang","BA.1.1"
"EPI_ISL_11117200","Pahang","BA.1.1"
"EPI_ISL_11117207","Pahang","BA.1.1"
"EPI_ISL_11117198","Pahang","BA.1.1"
"EPI_ISL_11117211","Pahang","BA.1.1"
"EPI_ISL_11112394","Pahang","BA.1.1"
"EPI_ISL_11112404","Pahang","BA.1.1"
"EPI_ISL_11112391","Pahang","BA.1.1"
"EPI_ISL_11112398","Pahang","BA.1.1"
"EPI_ISL_11112395","Pahang","BA.1.1"
"EPI_ISL_11112402","Pahang","BA.1.1"
"EPI_ISL_11112403","Pahang","BA.1.1"
"EPI_ISL_11112389","Pahang","BA.1.1"
"EPI_ISL_11112392","Pahang","BA.1.1"
"EPI_ISL_11112387","Pahang","BA.1.1"
"EPI_ISL_10942315","Negeri Sembilan","BA.1.1"
"EPI_ISL_10942330","Negeri Sembilan","BA.1.1"
"EPI_ISL_10942320","Johor","BA.1.1"
"EPI_ISL_10942319","Negeri Sembilan","BA.1.1"
"EPI_ISL_10942296","Johor","BA.1.1"
"EPI_ISL_10942284","Negeri Sembilan","BA.1.1"
"EPI_ISL_10942291","Melaka","BA.1.1"
"EPI_ISL_10942286","Johor","BA.1.1"
"EPI_ISL_10942328","Johor","BA.1.1"
"EPI_ISL_10942327","Johor","BA.1.1"
"EPI_ISL_10942336","Negeri Sembilan","BA.1.1"
"EPI_ISL_10942340","Johor","BA.1.1"
"EPI_ISL_10942306","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_10942308","Johor","BA.1.1"
"EPI_ISL_10942287","Negeri Sembilan","BA.1.1"
"EPI_ISL_10942356","Johor","BA.1.1"
"EPI_ISL_10942317","Johor","BA.1.1"
"EPI_ISL_10942338","Johor","BA.1.1"
"EPI_ISL_10942347","Melaka","BA.1.1"
"EPI_ISL_10942314","Melaka","BA.1.1"
"EPI_ISL_10942325","Johor","BA.1.1"
"EPI_ISL_10942301","Johor","BA.1.1"
"EPI_ISL_10942324","Johor","BA.1.1"
"EPI_ISL_10942344","Negeri Sembilan","BA.1.1"
"EPI_ISL_10942355","Selangor","BA.1.1"
"EPI_ISL_10942346","Negeri Sembilan","BA.1.1"
"EPI_ISL_10942349","Johor","BA.1.1"
"EPI_ISL_10942331","Negeri Sembilan","BA.1.1"
"EPI_ISL_10942305","Negeri Sembilan","BA.1.1"
"EPI_ISL_10942281","Johor","BA.1.1"
"EPI_ISL_10942282","Johor","BA.1.1"
"EPI_ISL_10942283","Johor","BA.1.1"
"EPI_ISL_10942299","Negeri Sembilan","BA.1.1"
"EPI_ISL_10942303","Selangor","BA.1.1"
"EPI_ISL_10942307","Johor","BA.1.1"
"EPI_ISL_10942311","Johor","BA.1.1"
"EPI_ISL_10942342","Johor","BA.1.1"
"EPI_ISL_10810929","Kelantan","BA.1.1"
"EPI_ISL_10810903","Kelantan","BA.1.1"
"EPI_ISL_10810923","Kelantan","BA.1.1"
"EPI_ISL_10810911","Kelantan","BA.1.1"
"EPI_ISL_10810924","Kelantan","BA.1.1"
"EPI_ISL_10810904","Kelantan","BA.1.1"
"EPI_ISL_10810922","Kelantan","BA.1.1"
"EPI_ISL_10810917","Kedah","BA.1.1"
"EPI_ISL_10810912","Kelantan","BA.1.1"
"EPI_ISL_10810893","Perak","BA.1.1"
"EPI_ISL_10810895","Perak","BA.1.1"
"EPI_ISL_10810894","Perak","BA.1.1"
"EPI_ISL_10810897","Perak","BA.1.1"
"EPI_ISL_10810892","Kedah","BA.1.1"
"EPI_ISL_10968993","Kelantan","BA.1.1"
"EPI_ISL_10968990","Perak","BA.1.1"
"EPI_ISL_10810932","Perak","BA.1.1"
"EPI_ISL_10968991","Perak","BA.1.1"
"EPI_ISL_10969001","Perak","BA.1.1"
"EPI_ISL_10968978","Kelantan","BA.1.1"
"EPI_ISL_10968997","Kelantan","BA.1.1"
"EPI_ISL_10968996","Kelantan","BA.1.1"
"EPI_ISL_10968995","Kelantan","BA.1.1"
"EPI_ISL_10968983","Kedah","BA.1.1"
"EPI_ISL_10968979","Kelantan","BA.1.1"
"EPI_ISL_10968994","Kelantan","BA.1.1"
"EPI_ISL_10969005","Kelantan","BA.1.1"
"EPI_ISL_10969000","Kelantan","BA.1.1"
"EPI_ISL_10968988","Kedah","BA.1.1"
"EPI_ISL_10968998","Kelantan","BA.1.1"
"EPI_ISL_10968982","Terengganu","BA.1.1"
"EPI_ISL_10968999","Kelantan","BA.1.1"
"EPI_ISL_10968984","Kedah","BA.1.1"
"EPI_ISL_10968989","Kedah","BA.1.1"
"EPI_ISL_10968987","Kelantan","BA.1.1"
"EPI_ISL_10810942","Perak","BA.1.1"
"EPI_ISL_10810910","Kelantan","BA.1.1"
"EPI_ISL_10810906","Kelantan","BA.1.1"
"EPI_ISL_10810905","Kelantan","BA.1.1"
"EPI_ISL_10810901","Kelantan","BA.1.1"
"EPI_ISL_10810898","Perak","BA.1.1"
"EPI_ISL_10810935","Perak","BA.1.1"
"EPI_ISL_10810931","Perak","BA.1.1"
"EPI_ISL_10810913","Selangor","BA.1.1"
"EPI_ISL_10810907","Kelantan","BA.1.1"
"EPI_ISL_10810920","Kelantan","BA.1.1"
"EPI_ISL_10810899","Perak","BA.1.1"
"EPI_ISL_10810930","Kelantan","BA.1.1"
"EPI_ISL_10810914","Selangor","BA.1.1"
"EPI_ISL_10810926","Kelantan","BA.1.1"
"EPI_ISL_10810934","Perak","BA.1.1"
"EPI_ISL_10810908","Kelantan","BA.1.1"
"EPI_ISL_10810921","Kelantan","BA.1.1"
"EPI_ISL_10810919","Kelantan","BA.1.1"
"EPI_ISL_10810916","Selangor","BA.1.1"
"EPI_ISL_10810933","Perak","BA.1.1"
"EPI_ISL_10810927","Kelantan","BA.1.1"
"EPI_ISL_10810936","Kelantan","BA.1.1"
"EPI_ISL_10810938","Perak","BA.1.1"
"EPI_ISL_10810902","Kelantan","BA.1.1"
"EPI_ISL_10810915","Selangor","BA.1.1"
"EPI_ISL_10760071","Sarawak","BA.1.1"
"EPI_ISL_10942297","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_10942312","Johor","BA.1.1"
"EPI_ISL_11323812","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_11148315","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_11323784","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_11323758","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_11323793","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_11323834","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_10880077","Johor","BA.1.1"
"EPI_ISL_10880090","Negeri Sembilan","BA.1.1"
"EPI_ISL_10880110","Negeri Sembilan","BA.1.1"
"EPI_ISL_10880114","Johor","BA.1.1"
"EPI_ISL_10880109","Johor","BA.1.1"
"EPI_ISL_10880107","Melaka","BA.1.1"
"EPI_ISL_10880085","Johor","BA.1.1"
"EPI_ISL_10880099","Johor","BA.1.1"
"EPI_ISL_10880095","Melaka","BA.1.1"
"EPI_ISL_10880111","Melaka","BA.1.1"
"EPI_ISL_10880075","Melaka","BA.1.1"
"EPI_ISL_10880100","Johor","BA.1.1"
"EPI_ISL_10880093","Negeri Sembilan","BA.1.1"
"EPI_ISL_10880078","Johor","BA.1.1"
"EPI_ISL_10880103","Johor","BA.1.1"
"EPI_ISL_10880094","Johor","BA.1.1"
"EPI_ISL_10880096","Johor","BA.1.1"
"EPI_ISL_10880073","Johor","BA.1.1"
"EPI_ISL_10880105","Johor","BA.1.1"
"EPI_ISL_11323813","WP Kuala Lumpur","BA.1.1"
"EPI_ISL_11332573","Sarawak","BA.1.1"
"EPI_ISL_11332595","Sarawak","BA.1.1"
"EPI_ISL_11332606","Sarawak","BA.1.1"
"EPI_ISL_11332610","Sarawak","BA.1.1"
"EPI_ISL_11332611","Sarawak","BA.1.1"
"EPI_ISL_11332632","Sarawak","BA.1.1"
"EPI_ISL_11332651","Sarawak","BA.1.1"
"EPI_ISL_11332678","Kedah","BA.1.1"
"EPI_ISL_11332679","Perak","BA.1.1"
"EPI_ISL_11332681","Perak","BA.1.1"
"EPI_ISL_11332682","Perak","BA.1.1"
"EPI_ISL_11332683","Perak","BA.1.1"
"EPI_ISL_11332684","Perak","BA.1.1"
"EPI_ISL_11332685","Kelantan","BA.1.1"
"EPI_ISL_11332686","Kelantan","BA.1.1"
"EPI_ISL_11332687","Kelantan","BA.1.1"
"EPI_ISL_11332688","Kelantan","BA.1.1"
"EPI_ISL_11332690","Kelantan","BA.1.1"
"EPI_ISL_11332691","Kelantan","BA.1.1"
"EPI_ISL_11332692","Kelantan","BA.1.1"
"EPI_ISL_11332693","Kelantan","BA.1.1"
"EPI_ISL_11332694","Kelantan","BA.1.1"
"EPI_ISL_11332695","Kelantan","BA.1.1"
"EPI_ISL_11332696","Kelantan","BA.1.1"
"EPI_ISL_11332697","Kelantan","BA.1.1"
"EPI_ISL_11332698","Kelantan","BA.1.1"
"EPI_ISL_11332699","Kelantan","BA.1.1"
"EPI_ISL_11332700","Kelantan","BA.1.1"
"EPI_ISL_11332701","Kelantan","BA.1.1"
"EPI_ISL_11332702","Perak","BA.1.1"
"EPI_ISL_11332703","Perak","BA.1.1"
"EPI_ISL_11332704","Perak","BA.1.1"
"EPI_ISL_11332705","Perak","BA.1.1"
"EPI_ISL_11332706","Perak","BA.1.1"
"EPI_ISL_11332707","Perak","BA.1.1"
"EPI_ISL_11332708","Perak","BA.1.1"
"EPI_ISL_11332709","Perak","BA.1.1"
"EPI_ISL_11332710","Perak","BA.1.1"
"EPI_ISL_11332711","Perak","BA.1.1"
"EPI_ISL_11332712","Perak","BA.1.1"
"EPI_ISL_11332713","Kelantan","BA.1.1"
"EPI_ISL_11332715","Kelantan","BA.1.1"
