"AccessionID","SamplingDate","Lineage","Variant"
"EPI_ISL_12084313","2022-03-16","BA.2","omicron"
"EPI_ISL_12084314","2022-03-16","BA.2","omicron"
"EPI_ISL_12099610","2022-03-16","BA.2","omicron"
"EPI_ISL_12099611","2022-03-16","BA.2","omicron"
"EPI_ISL_12099677","2022-03-16","BA.2","omicron"
"EPI_ISL_12099678","2022-03-16","BA.2","omicron"
"EPI_ISL_12099679","2022-03-16","BA.2","omicron"
"EPI_ISL_12213399","2022-03-16","BA.2","omicron"
"EPI_ISL_12213400","2022-03-16","BA.2","omicron"
"EPI_ISL_12213428","2022-03-16","BA.2","omicron"
"EPI_ISL_12235852","2022-03-16","BA.2","omicron"
"EPI_ISL_12235853","2022-03-16","BA.2","omicron"
"EPI_ISL_12235855","2022-03-16","BA.2","omicron"
"EPI_ISL_12235857","2022-03-16","BA.2","omicron"
"EPI_ISL_12235858","2022-03-16","BA.2","omicron"
"EPI_ISL_12235859","2022-03-16","BA.2","omicron"
"EPI_ISL_12235860","2022-03-16","BA.2","omicron"
"EPI_ISL_12235861","2022-03-16","BA.2","omicron"
"EPI_ISL_12235863","2022-03-16","BA.2","omicron"
"EPI_ISL_12322059","2022-03-16","BA.2","omicron"
"EPI_ISL_12322060","2022-03-16","BA.2","omicron"
"EPI_ISL_12322061","2022-03-16","BA.2","omicron"
"EPI_ISL_12322289","2022-03-16","BA.2","omicron"
"EPI_ISL_12322290","2022-03-16","BA.2","omicron"
"EPI_ISL_12322292","2022-03-16","BA.2","omicron"
"EPI_ISL_12322294","2022-03-16","BA.2","omicron"
"EPI_ISL_12322296","2022-03-16","BA.2","omicron"
"EPI_ISL_12322299","2022-03-16","BA.2","omicron"
"EPI_ISL_12322300","2022-03-16","BA.2","omicron"
"EPI_ISL_12322301","2022-03-16","BA.2","omicron"
"EPI_ISL_12322302","2022-03-16","BA.2","omicron"
"EPI_ISL_12322303","2022-03-16","BA.2","omicron"
"EPI_ISL_12322305","2022-03-16","BA.2","omicron"
"EPI_ISL_12322309","2022-03-16","BA.2","omicron"
"EPI_ISL_12322311","2022-03-16","BA.2","omicron"
"EPI_ISL_12322312","2022-03-16","BA.2","omicron"
"EPI_ISL_12322313","2022-03-16","BA.2","omicron"
"EPI_ISL_12322314","2022-03-16","BA.2","omicron"
"EPI_ISL_12322315","2022-03-16","BA.2","omicron"
"EPI_ISL_12322316","2022-03-16","BA.2","omicron"
"EPI_ISL_12322317","2022-03-16","BA.2","omicron"
"EPI_ISL_12322319","2022-03-16","BA.2","omicron"
"EPI_ISL_12322320","2022-03-16","BA.2","omicron"
"EPI_ISL_12322321","2022-03-16","BA.2","omicron"
"EPI_ISL_12322322","2022-03-16","BA.2","omicron"
"EPI_ISL_12322323","2022-03-16","BA.2","omicron"
"EPI_ISL_12322326","2022-03-16","BA.2","omicron"
"EPI_ISL_12322329","2022-03-16","BA.2","omicron"
"EPI_ISL_12322331","2022-03-16","BA.2","omicron"
"EPI_ISL_12322332","2022-03-16","BA.2","omicron"
"EPI_ISL_12322334","2022-03-16","BA.2","omicron"
"EPI_ISL_12322336","2022-03-16","BA.2","omicron"
"EPI_ISL_12322337","2022-03-16","BA.2","omicron"
"EPI_ISL_12322339","2022-03-16","BA.2","omicron"
"EPI_ISL_12322342","2022-03-16","BA.2","omicron"
"EPI_ISL_12322343","2022-03-16","BA.2","omicron"
"EPI_ISL_12322344","2022-03-16","BA.2","omicron"
"EPI_ISL_12322345","2022-03-16","BA.2","omicron"
"EPI_ISL_12322346","2022-03-16","BA.2","omicron"
"EPI_ISL_12322347","2022-03-16","BA.2","omicron"
"EPI_ISL_12322361","2022-03-16","BA.2","omicron"
"EPI_ISL_12322389","2022-03-16","BA.2","omicron"
"EPI_ISL_12322390","2022-03-16","BA.2","omicron"
"EPI_ISL_12322393","2022-03-16","BA.2","omicron"
"EPI_ISL_12322394","2022-03-16","BA.2","omicron"
"EPI_ISL_12322395","2022-03-16","BA.2","omicron"
"EPI_ISL_12322396","2022-03-16","BA.2","omicron"
"EPI_ISL_12510116","2022-03-16","BA.2","omicron"
"EPI_ISL_12510119","2022-03-16","BA.2","omicron"
"EPI_ISL_12510121","2022-03-16","BA.2","omicron"
"EPI_ISL_12510122","2022-03-16","BA.2","omicron"
"EPI_ISL_12534768","2022-03-16","BA.2","omicron"
"EPI_ISL_12534888","2022-03-16","BA.2","omicron"
"EPI_ISL_12704567","2022-03-16","BA.2","omicron"
"EPI_ISL_12739625","2022-03-16","BA.2","omicron"
"EPI_ISL_12771236","2022-03-16","BA.2","omicron"
"EPI_ISL_12771237","2022-03-16","BA.2","omicron"
"EPI_ISL_12771238","2022-03-16","BA.2","omicron"
"EPI_ISL_12771297","2022-03-16","BA.2","omicron"
"EPI_ISL_12771305","2022-03-16","BA.2","omicron"
"EPI_ISL_12891125","2022-03-16","BA.2","omicron"
"EPI_ISL_12891127","2022-03-16","BA.2","omicron"
"EPI_ISL_12891128","2022-03-16","BA.2","omicron"
"EPI_ISL_12891130","2022-03-16","BA.2","omicron"
"EPI_ISL_12891132","2022-03-16","BA.2","omicron"
"EPI_ISL_12891133","2022-03-16","BA.2","omicron"
"EPI_ISL_12891134","2022-03-16","BA.2","omicron"
"EPI_ISL_12891135","2022-03-16","BA.2","omicron"
"EPI_ISL_12891138","2022-03-16","BA.2","omicron"
"EPI_ISL_12891140","2022-03-16","BA.2","omicron"
"EPI_ISL_12891143","2022-03-16","BA.2","omicron"
"EPI_ISL_12891144","2022-03-16","BA.2","omicron"
"EPI_ISL_12891145","2022-03-16","BA.2","omicron"
"EPI_ISL_12891146","2022-03-16","BA.2","omicron"
"EPI_ISL_12891147","2022-03-16","BA.2","omicron"
"EPI_ISL_12891148","2022-03-16","BA.2","omicron"
"EPI_ISL_12891149","2022-03-16","BA.2","omicron"
"EPI_ISL_12891150","2022-03-16","BA.2","omicron"
"EPI_ISL_12891151","2022-03-16","BA.2","omicron"
"EPI_ISL_12891152","2022-03-16","BA.2","omicron"
"EPI_ISL_12891153","2022-03-16","BA.2","omicron"
"EPI_ISL_12891154","2022-03-16","BA.2","omicron"
"EPI_ISL_12891155","2022-03-16","BA.2","omicron"
"EPI_ISL_12891157","2022-03-16","BA.2","omicron"
"EPI_ISL_12891158","2022-03-16","BA.2","omicron"
"EPI_ISL_12891159","2022-03-16","BA.2","omicron"
"EPI_ISL_12891160","2022-03-16","BA.2","omicron"
"EPI_ISL_12891161","2022-03-16","BA.2","omicron"
"EPI_ISL_12891163","2022-03-16","BA.2","omicron"
"EPI_ISL_12891164","2022-03-16","BA.2","omicron"
"EPI_ISL_12891166","2022-03-16","BA.2","omicron"
"EPI_ISL_12891168","2022-03-16","BA.2","omicron"
"EPI_ISL_12891169","2022-03-16","BA.2","omicron"
"EPI_ISL_12891170","2022-03-16","BA.2","omicron"
"EPI_ISL_12891172","2022-03-16","BA.2","omicron"
"EPI_ISL_12891174","2022-03-16","BA.2","omicron"
"EPI_ISL_12891175","2022-03-16","BA.2","omicron"
"EPI_ISL_12891176","2022-03-16","BA.2","omicron"
"EPI_ISL_12891179","2022-03-16","BA.2","omicron"
"EPI_ISL_12891180","2022-03-16","BA.2","omicron"
"EPI_ISL_12891181","2022-03-16","BA.2","omicron"
"EPI_ISL_12891184","2022-03-16","BA.2","omicron"
"EPI_ISL_12891185","2022-03-16","BA.2","omicron"
"EPI_ISL_12891186","2022-03-16","BA.2","omicron"
"EPI_ISL_12891187","2022-03-16","BA.2","omicron"
"EPI_ISL_12891188","2022-03-16","BA.2","omicron"
"EPI_ISL_12891190","2022-03-16","BA.2","omicron"
"EPI_ISL_12891192","2022-03-16","BA.2","omicron"
"EPI_ISL_12891194","2022-03-16","BA.2","omicron"
"EPI_ISL_12891195","2022-03-16","BA.2","omicron"
"EPI_ISL_12891196","2022-03-16","BA.2","omicron"
"EPI_ISL_12891197","2022-03-16","BA.2","omicron"
"EPI_ISL_12891198","2022-03-16","BA.2","omicron"
"EPI_ISL_12891199","2022-03-16","BA.2","omicron"
"EPI_ISL_12891200","2022-03-16","BA.2","omicron"
"EPI_ISL_12891202","2022-03-16","BA.2","omicron"
"EPI_ISL_12891203","2022-03-16","BA.2","omicron"
"EPI_ISL_12891204","2022-03-16","BA.2","omicron"
"EPI_ISL_12891206","2022-03-16","BA.2","omicron"
"EPI_ISL_12891207","2022-03-16","BA.2","omicron"
"EPI_ISL_12891208","2022-03-16","BA.2","omicron"
"EPI_ISL_12911699","2022-03-16","BA.2","omicron"
"EPI_ISL_12942473","2022-03-16","BA.2","omicron"
"EPI_ISL_12942474","2022-03-16","BA.2","omicron"
"EPI_ISL_12942476","2022-03-16","BA.2","omicron"
"EPI_ISL_12942478","2022-03-16","BA.2","omicron"
"EPI_ISL_12942479","2022-03-16","BA.2","omicron"
"EPI_ISL_12942480","2022-03-16","BA.2","omicron"
"EPI_ISL_12942481","2022-03-16","BA.2","omicron"
"EPI_ISL_12942482","2022-03-16","BA.2","omicron"
"EPI_ISL_12942484","2022-03-16","BA.2","omicron"
"EPI_ISL_12942487","2022-03-16","BA.2","omicron"
"EPI_ISL_12942490","2022-03-16","BA.2","omicron"
"EPI_ISL_12942492","2022-03-16","BA.2","omicron"
"EPI_ISL_12942493","2022-03-16","BA.2","omicron"
"EPI_ISL_12942497","2022-03-16","BA.2","omicron"
"EPI_ISL_12942498","2022-03-16","BA.2","omicron"
"EPI_ISL_12942499","2022-03-16","BA.2","omicron"
"EPI_ISL_12942503","2022-03-16","BA.2","omicron"
"EPI_ISL_12942506","2022-03-16","BA.2","omicron"
"EPI_ISL_12942507","2022-03-16","BA.2","omicron"
"EPI_ISL_12942508","2022-03-16","BA.2","omicron"
"EPI_ISL_12942509","2022-03-16","BA.2","omicron"
"EPI_ISL_12942511","2022-03-16","BA.2","omicron"
"EPI_ISL_12942512","2022-03-16","BA.2","omicron"
"EPI_ISL_12942514","2022-03-16","BA.2","omicron"
"EPI_ISL_12942516","2022-03-16","BA.2","omicron"
"EPI_ISL_12942517","2022-03-16","BA.2","omicron"
"EPI_ISL_12942518","2022-03-16","BA.2","omicron"
"EPI_ISL_12942519","2022-03-16","BA.2","omicron"
"EPI_ISL_12942520","2022-03-16","BA.2","omicron"
"EPI_ISL_12942522","2022-03-16","BA.2","omicron"
"EPI_ISL_12942525","2022-03-16","BA.2","omicron"
"EPI_ISL_12942526","2022-03-16","BA.2","omicron"
"EPI_ISL_12942528","2022-03-16","BA.2","omicron"
"EPI_ISL_12942531","2022-03-16","BA.2","omicron"
"EPI_ISL_12942532","2022-03-16","BA.2","omicron"
"EPI_ISL_12942535","2022-03-16","BA.2","omicron"
"EPI_ISL_12942537","2022-03-16","BA.2","omicron"
"EPI_ISL_12942538","2022-03-16","BA.2","omicron"
"EPI_ISL_12942539","2022-03-16","BA.2","omicron"
"EPI_ISL_12942541","2022-03-16","BA.2","omicron"
"EPI_ISL_12942542","2022-03-16","BA.2","omicron"
"EPI_ISL_12942545","2022-03-16","BA.2","omicron"
"EPI_ISL_12942546","2022-03-16","BA.2","omicron"
"EPI_ISL_12942547","2022-03-16","BA.2","omicron"
"EPI_ISL_12942548","2022-03-16","BA.2","omicron"
"EPI_ISL_12942549","2022-03-16","BA.2","omicron"
"EPI_ISL_12942552","2022-03-16","BA.2","omicron"
"EPI_ISL_12942554","2022-03-16","BA.2","omicron"
"EPI_ISL_12942556","2022-03-16","BA.2","omicron"
"EPI_ISL_12942558","2022-03-16","BA.2","omicron"
"EPI_ISL_12942559","2022-03-16","BA.2","omicron"
"EPI_ISL_12942564","2022-03-16","BA.2","omicron"
"EPI_ISL_12942566","2022-03-16","BA.2","omicron"
"EPI_ISL_12942567","2022-03-16","BA.2","omicron"
"EPI_ISL_12942568","2022-03-16","BA.2","omicron"
"EPI_ISL_12942569","2022-03-16","BA.2","omicron"
"EPI_ISL_12942570","2022-03-16","BA.2","omicron"
"EPI_ISL_12942574","2022-03-16","BA.2","omicron"
"EPI_ISL_12942575","2022-03-16","BA.2","omicron"
"EPI_ISL_12942576","2022-03-16","BA.2","omicron"
"EPI_ISL_12942577","2022-03-16","BA.2","omicron"
"EPI_ISL_12942580","2022-03-16","BA.2","omicron"
"EPI_ISL_12942581","2022-03-16","BA.2","omicron"
"EPI_ISL_12942582","2022-03-16","BA.2","omicron"
"EPI_ISL_12942583","2022-03-16","BA.2","omicron"
"EPI_ISL_12942584","2022-03-16","BA.2","omicron"
"EPI_ISL_12942587","2022-03-16","BA.2","omicron"
"EPI_ISL_12942588","2022-03-16","BA.2","omicron"
"EPI_ISL_12942589","2022-03-16","BA.2","omicron"
"EPI_ISL_12942591","2022-03-16","BA.2","omicron"
"EPI_ISL_12942592","2022-03-16","BA.2","omicron"
"EPI_ISL_12942595","2022-03-16","BA.2","omicron"
"EPI_ISL_12942596","2022-03-16","BA.2","omicron"
"EPI_ISL_12942597","2022-03-16","BA.2","omicron"
"EPI_ISL_12942598","2022-03-16","BA.2","omicron"
"EPI_ISL_12942601","2022-03-16","BA.2","omicron"
"EPI_ISL_12942605","2022-03-16","BA.2","omicron"
"EPI_ISL_12942607","2022-03-16","BA.2","omicron"
"EPI_ISL_12942610","2022-03-16","BA.2","omicron"
"EPI_ISL_12942616","2022-03-16","BA.2","omicron"
"EPI_ISL_12942617","2022-03-16","BA.2","omicron"
"EPI_ISL_12942622","2022-03-16","BA.2","omicron"
"EPI_ISL_12942623","2022-03-16","BA.2","omicron"
"EPI_ISL_12942624","2022-03-16","BA.2","omicron"
"EPI_ISL_12942625","2022-03-16","BA.2","omicron"
"EPI_ISL_12942628","2022-03-16","BA.2","omicron"
"EPI_ISL_12942630","2022-03-16","BA.2","omicron"
"EPI_ISL_12942631","2022-03-16","BA.2","omicron"
"EPI_ISL_12942632","2022-03-16","BA.2","omicron"
"EPI_ISL_12942633","2022-03-16","BA.2","omicron"
"EPI_ISL_12942634","2022-03-16","BA.2","omicron"
"EPI_ISL_12942635","2022-03-16","BA.2","omicron"
"EPI_ISL_12942636","2022-03-16","BA.2","omicron"
"EPI_ISL_12942640","2022-03-16","BA.2","omicron"
"EPI_ISL_12942642","2022-03-16","BA.2","omicron"
"EPI_ISL_12942643","2022-03-16","BA.2","omicron"
"EPI_ISL_12942644","2022-03-16","BA.2","omicron"
"EPI_ISL_12942646","2022-03-16","BA.2","omicron"
"EPI_ISL_12942648","2022-03-16","BA.2","omicron"
"EPI_ISL_12942649","2022-03-16","BA.2","omicron"
"EPI_ISL_12942650","2022-03-16","BA.2","omicron"
"EPI_ISL_12942651","2022-03-16","BA.2","omicron"
"EPI_ISL_12942655","2022-03-16","BA.2","omicron"
"EPI_ISL_12942657","2022-03-16","BA.2","omicron"
"EPI_ISL_12942659","2022-03-16","BA.2","omicron"
"EPI_ISL_12970790","2022-03-16","BA.2","omicron"
"EPI_ISL_12972585","2022-03-16","BA.2","omicron"
"EPI_ISL_12972586","2022-03-16","BA.2","omicron"
"EPI_ISL_12972588","2022-03-16","BA.2","omicron"
"EPI_ISL_12972589","2022-03-16","BA.2","omicron"
"EPI_ISL_12972590","2022-03-16","BA.2","omicron"
"EPI_ISL_12972591","2022-03-16","BA.2","omicron"
"EPI_ISL_12972593","2022-03-16","BA.2","omicron"
"EPI_ISL_12972594","2022-03-16","BA.2","omicron"
"EPI_ISL_12972596","2022-03-16","BA.2","omicron"
"EPI_ISL_12972597","2022-03-16","BA.2","omicron"
"EPI_ISL_12972598","2022-03-16","BA.2","omicron"
"EPI_ISL_12972599","2022-03-16","BA.2","omicron"
"EPI_ISL_12972601","2022-03-16","BA.2","omicron"
"EPI_ISL_12972602","2022-03-16","BA.2","omicron"
"EPI_ISL_12972609","2022-03-16","BA.2","omicron"
"EPI_ISL_12972610","2022-03-16","BA.2","omicron"
"EPI_ISL_12972615","2022-03-16","BA.2","omicron"
"EPI_ISL_12972618","2022-03-16","BA.2","omicron"
"EPI_ISL_12972620","2022-03-16","BA.2","omicron"
"EPI_ISL_12972622","2022-03-16","BA.2","omicron"
"EPI_ISL_12972624","2022-03-16","BA.2","omicron"
"EPI_ISL_12972625","2022-03-16","BA.2","omicron"
"EPI_ISL_12972626","2022-03-16","BA.2","omicron"
"EPI_ISL_12972627","2022-03-16","BA.2","omicron"
"EPI_ISL_12972628","2022-03-16","BA.2","omicron"
"EPI_ISL_12972629","2022-03-16","BA.2","omicron"
"EPI_ISL_12972630","2022-03-16","BA.2","omicron"
"EPI_ISL_12972631","2022-03-16","BA.2","omicron"
"EPI_ISL_12972632","2022-03-16","BA.2","omicron"
"EPI_ISL_12972633","2022-03-16","BA.2","omicron"
"EPI_ISL_12972634","2022-03-16","BA.2","omicron"
"EPI_ISL_12972636","2022-03-16","BA.2","omicron"
"EPI_ISL_12972638","2022-03-16","BA.2","omicron"
"EPI_ISL_12972639","2022-03-16","BA.2","omicron"
"EPI_ISL_12972640","2022-03-16","BA.2","omicron"
"EPI_ISL_12972641","2022-03-16","BA.2","omicron"
"EPI_ISL_12972644","2022-03-16","BA.2","omicron"
"EPI_ISL_12999618","2022-03-16","BA.2","omicron"
"EPI_ISL_12999620","2022-03-16","BA.2","omicron"
"EPI_ISL_12999621","2022-03-16","BA.2","omicron"
"EPI_ISL_12999623","2022-03-16","BA.2","omicron"
"EPI_ISL_12999624","2022-03-16","BA.2","omicron"
"EPI_ISL_12999625","2022-03-16","BA.2","omicron"
"EPI_ISL_12999629","2022-03-16","BA.2","omicron"
"EPI_ISL_12999631","2022-03-16","BA.2","omicron"
"EPI_ISL_12999632","2022-03-16","BA.2","omicron"
"EPI_ISL_12999633","2022-03-16","BA.2","omicron"
"EPI_ISL_12999636","2022-03-16","BA.2","omicron"
"EPI_ISL_12999640","2022-03-16","BA.2","omicron"
"EPI_ISL_12999641","2022-03-16","BA.2","omicron"
"EPI_ISL_12999643","2022-03-16","BA.2","omicron"
"EPI_ISL_12999647","2022-03-16","BA.2","omicron"
"EPI_ISL_12999648","2022-03-16","BA.2","omicron"
"EPI_ISL_12999649","2022-03-16","BA.2","omicron"
"EPI_ISL_12999650","2022-03-16","BA.2","omicron"
"EPI_ISL_12999652","2022-03-16","BA.2","omicron"
"EPI_ISL_12999653","2022-03-16","BA.2","omicron"
"EPI_ISL_12999654","2022-03-16","BA.2","omicron"
"EPI_ISL_12999655","2022-03-16","BA.2","omicron"
"EPI_ISL_12999657","2022-03-16","BA.2","omicron"
"EPI_ISL_12999663","2022-03-16","BA.2","omicron"
"EPI_ISL_12999665","2022-03-16","BA.2","omicron"
"EPI_ISL_12999666","2022-03-16","BA.2","omicron"
"EPI_ISL_12999667","2022-03-16","BA.2","omicron"
"EPI_ISL_12999669","2022-03-16","BA.2","omicron"
"EPI_ISL_12999671","2022-03-16","BA.2","omicron"
"EPI_ISL_12999672","2022-03-16","BA.2","omicron"
"EPI_ISL_12999675","2022-03-16","BA.2","omicron"
"EPI_ISL_12999676","2022-03-16","BA.2","omicron"
"EPI_ISL_12999679","2022-03-16","BA.2","omicron"
"EPI_ISL_12999680","2022-03-16","BA.2","omicron"
"EPI_ISL_12999682","2022-03-16","BA.2","omicron"
"EPI_ISL_12999685","2022-03-16","BA.2","omicron"
"EPI_ISL_12999686","2022-03-16","BA.2","omicron"
"EPI_ISL_12999687","2022-03-16","BA.2","omicron"
"EPI_ISL_12999688","2022-03-16","BA.2","omicron"
"EPI_ISL_12999689","2022-03-16","BA.2","omicron"
"EPI_ISL_12999692","2022-03-16","BA.2","omicron"
"EPI_ISL_12999694","2022-03-16","BA.2","omicron"
"EPI_ISL_12999695","2022-03-16","BA.2","omicron"
"EPI_ISL_12999697","2022-03-16","BA.2","omicron"
"EPI_ISL_12999698","2022-03-16","BA.2","omicron"
"EPI_ISL_12999700","2022-03-16","BA.2","omicron"
"EPI_ISL_12999702","2022-03-16","BA.2","omicron"
"EPI_ISL_12999703","2022-03-16","BA.2","omicron"
"EPI_ISL_12999704","2022-03-16","BA.2","omicron"
"EPI_ISL_12999705","2022-03-16","BA.2","omicron"
"EPI_ISL_12999707","2022-03-16","BA.2","omicron"
"EPI_ISL_12999708","2022-03-16","BA.2","omicron"
"EPI_ISL_12999709","2022-03-16","BA.2","omicron"
"EPI_ISL_12999710","2022-03-16","BA.2","omicron"
"EPI_ISL_12999714","2022-03-16","BA.2","omicron"
"EPI_ISL_13018617","2022-03-16","BA.2","omicron"
"EPI_ISL_13018619","2022-03-16","BA.2","omicron"
"EPI_ISL_13018620","2022-03-16","BA.2","omicron"
"EPI_ISL_13040782","2022-03-16","BA.2","omicron"
"EPI_ISL_13040784","2022-03-16","BA.2","omicron"
"EPI_ISL_13040785","2022-03-16","BA.2","omicron"
"EPI_ISL_13040788","2022-03-16","BA.2","omicron"
"EPI_ISL_13040789","2022-03-16","BA.2","omicron"
"EPI_ISL_13040793","2022-03-16","BA.2","omicron"
"EPI_ISL_13040794","2022-03-16","BA.2","omicron"
"EPI_ISL_13040798","2022-03-16","BA.2","omicron"
"EPI_ISL_13040799","2022-03-16","BA.2","omicron"
"EPI_ISL_13040800","2022-03-16","BA.2","omicron"
"EPI_ISL_13040807","2022-03-16","BA.2","omicron"
"EPI_ISL_13040808","2022-03-16","BA.2","omicron"
"EPI_ISL_13040810","2022-03-16","BA.2","omicron"
"EPI_ISL_13040813","2022-03-16","BA.2","omicron"
"EPI_ISL_13040814","2022-03-16","BA.2","omicron"
"EPI_ISL_13040815","2022-03-16","BA.2","omicron"
"EPI_ISL_13040826","2022-03-16","BA.2","omicron"
"EPI_ISL_13100187","2022-03-16","BA.2","omicron"
"EPI_ISL_13100188","2022-03-16","BA.2","omicron"
"EPI_ISL_13100191","2022-03-16","BA.2","omicron"
"EPI_ISL_13100192","2022-03-16","BA.2","omicron"
"EPI_ISL_13100193","2022-03-16","BA.2","omicron"
"EPI_ISL_13100199","2022-03-16","BA.2","omicron"
"EPI_ISL_13124215","2022-03-16","BA.2","omicron"
"EPI_ISL_13273592","2022-03-16","BA.2","omicron"
"EPI_ISL_13273593","2022-03-16","BA.2","omicron"
"EPI_ISL_13337331","2022-03-16","BA.2","omicron"
"EPI_ISL_13337334","2022-03-16","BA.2","omicron"
"EPI_ISL_13337335","2022-03-16","BA.2","omicron"
"EPI_ISL_13337336","2022-03-16","BA.2","omicron"
"EPI_ISL_13337337","2022-03-16","BA.2","omicron"
"EPI_ISL_13337338","2022-03-16","BA.2","omicron"
"EPI_ISL_13337342","2022-03-16","BA.2","omicron"
"EPI_ISL_13337344","2022-03-16","BA.2","omicron"
"EPI_ISL_13337346","2022-03-16","BA.2","omicron"
"EPI_ISL_13337347","2022-03-16","BA.2","omicron"
"EPI_ISL_13337348","2022-03-16","BA.2","omicron"
"EPI_ISL_13337349","2022-03-16","BA.2","omicron"
"EPI_ISL_13337351","2022-03-16","BA.2","omicron"
"EPI_ISL_13337352","2022-03-16","BA.2","omicron"
"EPI_ISL_13337353","2022-03-16","BA.2","omicron"
"EPI_ISL_13337354","2022-03-16","BA.2","omicron"
"EPI_ISL_13337355","2022-03-16","BA.2","omicron"
"EPI_ISL_13337357","2022-03-16","BA.2","omicron"
"EPI_ISL_13351947","2022-03-16","BA.2","omicron"
"EPI_ISL_13351949","2022-03-16","BA.2","omicron"
"EPI_ISL_13351950","2022-03-16","BA.2","omicron"
"EPI_ISL_13351955","2022-03-16","BA.2","omicron"
"EPI_ISL_13351959","2022-03-16","BA.2","omicron"
"EPI_ISL_13351960","2022-03-16","BA.2","omicron"
"EPI_ISL_13351962","2022-03-16","BA.2","omicron"
"EPI_ISL_13351963","2022-03-16","BA.2","omicron"
"EPI_ISL_13351966","2022-03-16","BA.2","omicron"
"EPI_ISL_13351967","2022-03-16","BA.2","omicron"
"EPI_ISL_13351968","2022-03-16","BA.2","omicron"
"EPI_ISL_13351969","2022-03-16","BA.2","omicron"
"EPI_ISL_13351971","2022-03-16","BA.2","omicron"
"EPI_ISL_13351972","2022-03-16","BA.2","omicron"
"EPI_ISL_13351973","2022-03-16","BA.2","omicron"
"EPI_ISL_13351975","2022-03-16","BA.2","omicron"
"EPI_ISL_13351976","2022-03-16","BA.2","omicron"
"EPI_ISL_13351979","2022-03-16","BA.2","omicron"
"EPI_ISL_13351980","2022-03-16","BA.2","omicron"
"EPI_ISL_13351981","2022-03-16","BA.2","omicron"
"EPI_ISL_13351984","2022-03-16","BA.2","omicron"
"EPI_ISL_13351985","2022-03-16","BA.2","omicron"
"EPI_ISL_13351989","2022-03-16","BA.2","omicron"
"EPI_ISL_13351990","2022-03-16","BA.2","omicron"
"EPI_ISL_13351991","2022-03-16","BA.2","omicron"
"EPI_ISL_13351992","2022-03-16","BA.2","omicron"
"EPI_ISL_13351993","2022-03-16","BA.2","omicron"
"EPI_ISL_13351997","2022-03-16","BA.2","omicron"
"EPI_ISL_13352002","2022-03-16","BA.2","omicron"
"EPI_ISL_13352003","2022-03-16","BA.2","omicron"
"EPI_ISL_13352005","2022-03-16","BA.2","omicron"
"EPI_ISL_13352007","2022-03-16","BA.2","omicron"
"EPI_ISL_13352009","2022-03-16","BA.2","omicron"
"EPI_ISL_13352010","2022-03-16","BA.2","omicron"
"EPI_ISL_13631803","2022-03-16","BA.2","omicron"
"EPI_ISL_13631806","2022-03-16","BA.2","omicron"
"EPI_ISL_13631807","2022-03-16","BA.2","omicron"
"EPI_ISL_13631808","2022-03-16","BA.2","omicron"
"EPI_ISL_13631809","2022-03-16","BA.2","omicron"
"EPI_ISL_13631811","2022-03-16","BA.2","omicron"
"EPI_ISL_13631812","2022-03-16","BA.2","omicron"
"EPI_ISL_13631815","2022-03-16","BA.2","omicron"
"EPI_ISL_13631816","2022-03-16","BA.2","omicron"
"EPI_ISL_13631817","2022-03-16","BA.2","omicron"
"EPI_ISL_13631820","2022-03-16","BA.2","omicron"
"EPI_ISL_13631821","2022-03-16","BA.2","omicron"
"EPI_ISL_13631822","2022-03-16","BA.2","omicron"
"EPI_ISL_13631825","2022-03-16","BA.2","omicron"
"EPI_ISL_13647928","2022-03-16","BA.2","omicron"
"EPI_ISL_13647929","2022-03-16","BA.2","omicron"
"EPI_ISL_13647931","2022-03-16","BA.2","omicron"
"EPI_ISL_13647933","2022-03-16","BA.2","omicron"
"EPI_ISL_13647934","2022-03-16","BA.2","omicron"
"EPI_ISL_13647936","2022-03-16","BA.2","omicron"
"EPI_ISL_13647937","2022-03-16","BA.2","omicron"
"EPI_ISL_13647938","2022-03-16","BA.2","omicron"
"EPI_ISL_13647940","2022-03-16","BA.2","omicron"
"EPI_ISL_13647941","2022-03-16","BA.2","omicron"
"EPI_ISL_13647942","2022-03-16","BA.2","omicron"
"EPI_ISL_13647944","2022-03-16","BA.2","omicron"
"EPI_ISL_13647945","2022-03-16","BA.2","omicron"
"EPI_ISL_13647946","2022-03-16","BA.2","omicron"
"EPI_ISL_13647955","2022-03-16","BA.2","omicron"
"EPI_ISL_13647958","2022-03-16","BA.2","omicron"
"EPI_ISL_13647961","2022-03-16","BA.2","omicron"
"EPI_ISL_13647963","2022-03-16","BA.2","omicron"
"EPI_ISL_13647964","2022-03-16","BA.2","omicron"
"EPI_ISL_13647965","2022-03-16","BA.2","omicron"
"EPI_ISL_13647966","2022-03-16","BA.2","omicron"
"EPI_ISL_13647967","2022-03-16","BA.2","omicron"
"EPI_ISL_13647974","2022-03-16","BA.2","omicron"
"EPI_ISL_13647975","2022-03-16","BA.2","omicron"
"EPI_ISL_13647976","2022-03-16","BA.2","omicron"
"EPI_ISL_13647977","2022-03-16","BA.2","omicron"
"EPI_ISL_13647978","2022-03-16","BA.2","omicron"
"EPI_ISL_13647980","2022-03-16","BA.2","omicron"
"EPI_ISL_13647981","2022-03-16","BA.2","omicron"
"EPI_ISL_13647984","2022-03-16","BA.2","omicron"
