"SeqName","AccID","Collectiondate","Clade","qc.overallScore","qc.overallStatus","OriginLab","SubmittingLab"
"hCoV-19/Malaysia/IMR_WC188825/2022","EPI_ISL_12180496","2022-03-15","21L (Omicron)","4.775034","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC188826/2022","EPI_ISL_12180497","2022-03-15","21L (Omicron)","16.327586","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC188828/2022","EPI_ISL_12180498","2022-03-15","21L (Omicron)","4.742716","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC236554/2022","EPI_ISL_12096708","2022-03-31","21L (Omicron)","0","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC236402/2022","EPI_ISL_12096709","2022-03-31","21L (Omicron)","0","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC235754/2022","EPI_ISL_12096710","2022-03-31","21L (Omicron)","0","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC236072/2022","EPI_ISL_12096711","2022-03-31","21L (Omicron)","0","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC235817/2022","EPI_ISL_12096712","2022-03-31","21L (Omicron)","0","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC236050/2022","EPI_ISL_12096713","2022-03-31","21L (Omicron)","0","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC235785/2022","EPI_ISL_12096714","2022-03-31","21L (Omicron)","0","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC236056/2022","EPI_ISL_12096715","2022-03-31","21L (Omicron)","75.173611","mediocre","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC236393/2022","EPI_ISL_12096716","2022-03-31","21L (Omicron)","0","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC236270/2022","EPI_ISL_12096717","2022-03-31","21L (Omicron)","0","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC235732/2022","EPI_ISL_12096718","2022-03-31","21L (Omicron)","0","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC235313/2022","EPI_ISL_12096719","2022-03-31","21L (Omicron)","0","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC235516/2022","EPI_ISL_12096720","2022-03-31","21L (Omicron)","0","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC235466/2022","EPI_ISL_12096721","2022-03-31","21L (Omicron)","1.5625","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/C19UMB1846/2022","EPI_ISL_12213383","2022-03-08","21K (Omicron)","4.225309","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1847/2022","EPI_ISL_12213384","2022-03-09","21L (Omicron)","4.726598","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1848/2022","EPI_ISL_12213385","2022-03-10","21L (Omicron)","4.775034","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1850/2022","EPI_ISL_12213386","2022-03-12","21L (Omicron)","7.012689","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1851/2022","EPI_ISL_12213387","2022-03-13","21L (Omicron)","4.710508","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1852/2022","EPI_ISL_12213388","2022-03-16","21L (Omicron)","5.255981","good","MKA Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1861/2022","EPI_ISL_12213389","2022-03-18","21K (Omicron)","0","good","MKA Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1862/2022","EPI_ISL_12213390","2022-03-18","21L (Omicron)","585.102346","bad","MKA Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1863/2022","EPI_ISL_12213391","2022-03-15","21L (Omicron)","4.710508","good","MKA Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1864/2022","EPI_ISL_12213392","2022-03-18","21L (Omicron)","204.49","bad","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1865/2022","EPI_ISL_12213393","2022-03-18","21L (Omicron)","4.710508","good","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1866/2022","EPI_ISL_12213394","2022-03-18","21K (Omicron)","0","good","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1867/2022","EPI_ISL_12213395","2022-03-19","21L (Omicron)","50.990178","mediocre","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1868/2022","EPI_ISL_12213396","2022-03-18","21L (Omicron)","8.027778","good","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1869/2022","EPI_ISL_12213397","2022-03-09","21L (Omicron)","4.726598","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1870/2022","EPI_ISL_12213398","2022-03-14","21L (Omicron)","4.710508","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1871/2022","EPI_ISL_12213399","2022-03-16","21L (Omicron)","4.758861","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1872/2022","EPI_ISL_12213400","2022-03-16","21L (Omicron)","18.938615","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1873/2022","EPI_ISL_12213401","2022-03-18","21L (Omicron)","4.823717","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1874/2022","EPI_ISL_12213402","2022-03-19","21L (Omicron)","4.742716","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1875/2022","EPI_ISL_12213403","2022-03-19","21L (Omicron)","228.121866","bad","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1876/2022","EPI_ISL_12213404","2022-03-20","21L (Omicron)","4.710508","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1877/2022","EPI_ISL_12213405","2022-03-06","21L (Omicron)","4.710508","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1878/2022","EPI_ISL_12213406","2022-03-06","21K (Omicron)","0","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1879/2022","EPI_ISL_12213407","2022-03-07","21L (Omicron)","4.726598","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1880/2022","EPI_ISL_12213408","2022-03-07","21L (Omicron)","4.726598","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1881/2022","EPI_ISL_12213409","2022-03-07","21K (Omicron)","3.173676","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1882/2022","EPI_ISL_12213410","2022-03-07","21K (Omicron)","0","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1883/2022","EPI_ISL_12213411","2022-03-07","21L (Omicron)","588.331975","bad","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1884/2022","EPI_ISL_12213412","2022-03-09","21L (Omicron)","4.710508","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1885/2022","EPI_ISL_12213413","2022-03-10","21L (Omicron)","4.710508","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1886/2022","EPI_ISL_12213414","2022-03-13","21L (Omicron)","4.85631","good","Hospital Enche' Besar Hajjah Khalsom","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1887/2022","EPI_ISL_12213415","2022-03-22","21L (Omicron)","4.710508","good","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1888/2022","EPI_ISL_12213416","2022-03-21","21K (Omicron)","22.518549","good","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1889/2022","EPI_ISL_12213417","2022-03-21","21L (Omicron)","8.027778","good","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1890/2022","EPI_ISL_12213418","2022-03-21","21L (Omicron)","35.556927","mediocre","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1891/2022","EPI_ISL_12213419","2022-03-20","21L (Omicron)","4.775034","good","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1892/2022","EPI_ISL_12213420","2022-03-20","21L (Omicron)","116.64","bad","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1893/2022","EPI_ISL_12213421","2022-03-11","21L (Omicron)","4.710508","good","Pejabat Kesihatan Daerah Mersing","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1894/2022","EPI_ISL_12213422","2022-03-09","21L (Omicron)","4.85631","good","Pejabat Kesihatan Daerah Mersing","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1895/2022","EPI_ISL_12213423","2022-03-11","21L (Omicron)","4.710508","good","Pejabat Kesihatan Daerah Mersing","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1896/2022","EPI_ISL_12213424","2022-03-09","21L (Omicron)","4.710508","good","Pejabat Kesihatan Daerah Mersing","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1897/2022","EPI_ISL_12213425","2022-03-09","21K (Omicron)","0.016804","good","Pejabat Kesihatan Daerah Mersing","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1898/2022","EPI_ISL_12213426","2022-03-11","21L (Omicron)","4.710508","good","Pejabat Kesihatan Daerah Mersing","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1899/2022","EPI_ISL_12213427","2022-03-16","21K (Omicron)","0","good","Pejabat Kesihatan Daerah Mersing","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1900/2022","EPI_ISL_12213428","2022-03-16","21L (Omicron)","4.710508","good","Pejabat Kesihatan Daerah Mersing","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1901/2022","EPI_ISL_12213429","2022-03-20","21L (Omicron)","4.84","good","MKA Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1902/2022","EPI_ISL_12213430","2022-03-19","21L (Omicron)","4.758861","good","MKA Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1903/2022","EPI_ISL_12213431","2022-03-15","21L (Omicron)","4.742716","good","Pejabat Kesihatan Daerah Muar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1904/2022","EPI_ISL_12213432","2022-03-15","21L (Omicron)","4.742716","good","Pejabat Kesihatan Daerah Muar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1905/2022","EPI_ISL_12213433","2022-03-15","21L (Omicron)","4.726598","good","Pejabat Kesihatan Daerah Muar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1906/2022","EPI_ISL_12213434","2022-03-15","21L (Omicron)","4.84","good","Pejabat Kesihatan Daerah Muar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1907/2022","EPI_ISL_12213435","2022-03-15","21L (Omicron)","4.710508","good","Pejabat Kesihatan Daerah Muar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1908/2022","EPI_ISL_12213436","2022-03-21","21L (Omicron)","4.710508","good","MKA Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1909/2022","EPI_ISL_12213437","2022-03-18","21L (Omicron)","4.710508","good","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1910/2022","EPI_ISL_12213438","2022-03-23","21L (Omicron)","4.791235","good","MKA Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1911/2022","EPI_ISL_12213439","2022-03-23","21L (Omicron)","4.823717","good","MKA Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1912/2022","EPI_ISL_12213440","2022-03-24","21L (Omicron)","4.758861","good","MKA Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1913/2022","EPI_ISL_12213441","2022-03-23","21L (Omicron)","4.791235","good","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1914/2022","EPI_ISL_12213442","2022-03-21","21L (Omicron)","12.353923","good","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1915/2022","EPI_ISL_12213443","2022-03-22","21L (Omicron)","4.710508","good","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1916/2022","EPI_ISL_12213444","2022-03-23","21L (Omicron)","4.823717","good","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1918/2022","EPI_ISL_12213445","2022-03-25","21L (Omicron)","4.710508","good","Hospital Melaka","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1919/2022","EPI_ISL_12213446","2022-03-28","21L (Omicron)","4.710508","good","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1920/2022","EPI_ISL_12213447","2022-03-28","21L (Omicron)","4.872647","good","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1921/2022","EPI_ISL_12213448","2022-03-29","21L (Omicron)","4.710508","good","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1922/2022","EPI_ISL_12213449","2022-03-29","21L (Omicron)","4.758861","good","Hospital Tuanku Ja'afar","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1923/2022","EPI_ISL_12213450","2022-03-17","21L (Omicron)","4.726598","good","Hospital Melaka","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1924/2022","EPI_ISL_12213451","2022-03-21","21L (Omicron)","39.550123","mediocre","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1925/2022","EPI_ISL_12213452","2022-03-22","21L (Omicron)","66.211372","mediocre","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1926/2022","EPI_ISL_12213453","2022-03-23","21L (Omicron)","4.872647","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1927/2022","EPI_ISL_12213454","2022-03-26","21L (Omicron)","4.726598","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1928/2022","EPI_ISL_12213455","2022-03-25","21L (Omicron)","4.807462","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1929/2022","EPI_ISL_12213456","2022-03-25","21L (Omicron)","4.710508","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1930/2022","EPI_ISL_12213457","2022-03-27","21L (Omicron)","4.726598","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1931/2022","EPI_ISL_12213458","2022-03-29","21L (Omicron)","4.710508","good","MKA Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1932/2022","EPI_ISL_12213459","2022-03-29","21L (Omicron)","4.710508","good","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1933/2022","EPI_ISL_12213460","2022-03-29","21K (Omicron)","0","good","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1934/2022","EPI_ISL_12213461","2022-03-29","21L (Omicron)","4.823717","good","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1935/2022","EPI_ISL_12213462","2022-03-29","21L (Omicron)","4.710508","good","MKA Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1936/2022","EPI_ISL_12213463","2022-03-26","21L (Omicron)","4.710508","good","MKA Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1937/2022","EPI_ISL_12213464","2022-03-29","21L (Omicron)","4.758861","good","MKA Johor Bahru","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1938/2022","EPI_ISL_12213465","2022-03-29","21L (Omicron)","4.726598","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1939/2022","EPI_ISL_12213466","2022-03-30","21L (Omicron)","4.726598","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1940/2022","EPI_ISL_12213467","2022-03-29","21L (Omicron)","4.710508","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1941/2022","EPI_ISL_12213468","2022-03-31","21L (Omicron)","4.710508","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1942/2022","EPI_ISL_12213469","2022-04-01","21L (Omicron)","4.775034","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1943/2022","EPI_ISL_12213470","2022-04-02","21L (Omicron)","4.900209","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1944/2022","EPI_ISL_12213471","2022-04-04","21L (Omicron)","12.510631","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1945/2022","EPI_ISL_12213472","2022-04-04","21L (Omicron)","4.710508","good","Hospital Sultanah Aminah","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1946/2022","EPI_ISL_12213473","2022-01-15","21K (Omicron)","0","good","Pejabat Kesihatan Daerah Seremban","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1947/2022","EPI_ISL_12213474","2022-01-14","21K (Omicron)","0","good","Pejabat Kesihatan Daerah Seremban","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1948/2022","EPI_ISL_12213475","2022-01-24","21K (Omicron)","0","good","Pejabat Kesihatan Daerah Seremban","UMBI-UKM"
"hCoV-19/Malaysia/C19UMB1949/2022","EPI_ISL_12213476","2022-01-24","21K (Omicron)","0","good","Pejabat Kesihatan Daerah Seremban","UMBI-UKM"
"hCoV-19/Malaysia/IMR_WC191743/2022","EPI_ISL_12235800","2022-03-15","21L (Omicron)","4.84","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191744/2022","EPI_ISL_12235801","2022-03-15","21K (Omicron)","0","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191745/2022","EPI_ISL_12235802","2022-03-15","21L (Omicron)","5.037531","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191748/2022","EPI_ISL_12235803","2022-03-15","21L (Omicron)","4.710508","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191756/2022","EPI_ISL_12235804","2022-03-15","21L (Omicron)","4.742716","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191762/2022","EPI_ISL_12235805","2022-03-15","21L (Omicron)","10.263717","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191763/2022","EPI_ISL_12235806","2022-03-15","21L (Omicron)","4.807462","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191768/2022","EPI_ISL_12235807","2022-03-15","21L (Omicron)","4.710508","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191769/2022","EPI_ISL_12235808","2022-03-15","21L (Omicron)","4.710508","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191770/2022","EPI_ISL_12235809","2022-03-15","21L (Omicron)","4.807462","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191774/2022","EPI_ISL_12235810","2022-03-15","21L (Omicron)","4.775034","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191775/2022","EPI_ISL_12235811","2022-03-15","21L (Omicron)","4.710508","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191776/2022","EPI_ISL_12235812","2022-03-15","21L (Omicron)","4.758861","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191778/2022","EPI_ISL_12235813","2022-03-15","21L (Omicron)","13.120494","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191782/2022","EPI_ISL_12235814","2022-03-15","21L (Omicron)","4.710508","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191783/2022","EPI_ISL_12235815","2022-03-15","21L (Omicron)","4.758861","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191784/2022","EPI_ISL_12235816","2022-03-15","21L (Omicron)","5.004335","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191785/2022","EPI_ISL_12235817","2022-03-15","21L (Omicron)","4.710508","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191786/2022","EPI_ISL_12235818","2022-03-15","21L (Omicron)","4.742716","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191787/2022","EPI_ISL_12235819","2022-03-15","21L (Omicron)","78.420864","mediocre","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191794/2022","EPI_ISL_12235820","2022-03-15","21L (Omicron)","4.726598","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191796/2022","EPI_ISL_12235821","2022-03-15","21L (Omicron)","4.775034","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191800/2022","EPI_ISL_12235822","2022-03-15","21L (Omicron)","4.758861","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191803/2022","EPI_ISL_12235823","2022-03-15","21L (Omicron)","4.742716","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191818/2022","EPI_ISL_12235824","2022-03-15","21L (Omicron)","4.710508","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191827/2022","EPI_ISL_12235825","2022-03-15","21L (Omicron)","4.710508","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191831/2022","EPI_ISL_12235826","2022-03-15","21L (Omicron)","60.66679","mediocre","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191832/2022","EPI_ISL_12235827","2022-03-15","21L (Omicron)","4.726598","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191834/2022","EPI_ISL_12235828","2022-03-15","21L (Omicron)","4.85631","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191835/2022","EPI_ISL_12235829","2022-03-15","21L (Omicron)","4.791235","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191836/2022","EPI_ISL_12235830","2022-03-15","21L (Omicron)","0","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191841/2022","EPI_ISL_12235831","2022-03-15","21L (Omicron)","4.775034","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191842/2022","EPI_ISL_12235832","2022-03-15","21L (Omicron)","4.710508","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191844/2022","EPI_ISL_12235833","2022-03-15","21L (Omicron)","4.710508","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191846/2022","EPI_ISL_12235834","2022-03-15","21L (Omicron)","4.742716","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191849/2022","EPI_ISL_12235835","2022-03-15","21L (Omicron)","4.710508","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191850/2022","EPI_ISL_12235836","2022-03-15","21L (Omicron)","4.726598","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191853/2022","EPI_ISL_12235837","2022-03-15","21L (Omicron)","4.775034","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191855/2022","EPI_ISL_12235838","2022-03-15","21L (Omicron)","4.758861","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191856/2022","EPI_ISL_12235839","2022-03-15","21L (Omicron)","12.432154","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191857/2022","EPI_ISL_12235840","2022-03-15","21L (Omicron)","4.710508","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191864/2022","EPI_ISL_12235841","2022-03-15","21L (Omicron)","60.493827","mediocre","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191866/2022","EPI_ISL_12235842","2022-03-15","21L (Omicron)","5.070837","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191870/2022","EPI_ISL_12235843","2022-03-15","21L (Omicron)","4.710508","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191882/2022","EPI_ISL_12235844","2022-03-15","21L (Omicron)","4.710508","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191887/2022","EPI_ISL_12235845","2022-03-15","21L (Omicron)","247.537778","bad","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191892/2022","EPI_ISL_12235846","2022-03-15","21L (Omicron)","4.742716","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191893/2022","EPI_ISL_12235847","2022-03-15","21L (Omicron)","4.726598","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191894/2022","EPI_ISL_12235848","2022-03-15","21L (Omicron)","4.726598","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191895/2022","EPI_ISL_12235849","2022-03-15","21L (Omicron)","94.737778","mediocre","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191900/2022","EPI_ISL_12235850","2022-03-15","21L (Omicron)","34.157531","mediocre","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191911/2022","EPI_ISL_12235851","2022-03-15","21L (Omicron)","33.554129","mediocre","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191921/2022","EPI_ISL_12235852","2022-03-16","21L (Omicron)","4.84","good","Pejabat Kesihatan KLIA","IMR"
"hCoV-19/Malaysia/IMR_WC191934/2022","EPI_ISL_12235853","2022-03-16","21L (Omicron)","4.710508","good","Pejabat Kesihatan KLIA","IMR"
